category	region_id	feature	chrom	start	end	length	strand
gene	YDR218C	gene	IV	903780	905052	1272	-
gene	YDR219C	gene	IV	905454	906852	1398	-
gene	YDR220C	gene	IV	906999	907293	294	-
gene	YDR221W	gene	IV	907329	909438	2109	+
gene	YDR222W	gene	IV	910053	911301	1248	+
gene	YDR223W	gene	IV	912098	913502	1404	+
Replication_origins	ARS428	ARS	IV	913789	914038	249	.
Replication_origins	ARS428_ARS_consensus_sequence	ARS_consensus_sequence	IV	913855	913872	17	+
gene	YDR224C	gene	IV	914316	914712	396	-
gene	YDR225W	gene	IV	915529	915928	399	+
gene	YDR226W	gene	IV	916485	917154	669	+
gene	YDR227W	gene	IV	917570	921647	4077	+
Replication_origins	ARS429	ARS	IV	921691	921939	248	.
Replication_origins	ARS429_ARS_consensus_sequence	ARS_consensus_sequence	IV	921735	921752	17	+
gene	YDR228C	gene	IV	921925	923806	1881	-
gene	YDR229W	gene	IV	924784	926146	1362	+
gene	YDR230W	gene	IV	926222	926570	348	+
gene	YDR231C	gene	IV	926292	926910	618	-
gene	YDR232W	gene	IV	927451	929098	1647	+
gene	YDR233C	gene	IV	929469	930357	888	-
gene	YDR234W	gene	IV	931128	933210	2082	+
gene	YDR235W	gene	IV	933503	935138	1635	+
gene	YDR236C	gene	IV	935235	935892	657	-
gene	YDR237W	gene	IV	936614	937493	879	+
gene	YDR238C	gene	IV	937894	940816	2922	-
gene	YDR239C	gene	IV	941056	943420	2364	-
gene	YDR240C	gene	IV	943673	945152	1479	-
gene	YDR241W	gene	IV	945150	945438	288	+
transposable_elements	YDRWdelta12	long_terminal_repeat	IV	945350	945673	323	+
transposable_elements	YDRCsigma3	long_terminal_repeat	IV	945954	946295	341	-
tRNA_gene	tY%28GUA%29D	tRNA_gene	IV	946311	946400	89	+
gene	YDR242W	gene	IV	946806	948456	1650	+
gene	YDR243C	gene	IV	948517	950284	1767	-
gene	YDR244W	gene	IV	950562	952401	1839	+
gene	YDR245W	gene	IV	952799	953981	1182	+
gene	YDR246W	gene	IV	954287	954947	660	+
gene	YDR246W-A	gene	IV	955132	955333	201	+
gene	YDR247W	gene	IV	956012	957398	1386	+
gene	YDR248C	gene	IV	957757	958339	582	-
gene	YDR249C	gene	IV	958680	959802	1122	-
gene	YDR250C	gene	IV	960085	960361	276	-
gene	YDR251W	gene	IV	960613	963106	2493	+
gene	YDR252W	gene	IV	963411	963861	450	+
gene	YDR253C	gene	IV	963989	964565	576	-
gene	YDR254W	gene	IV	965112	966489	1377	+
gene	YDR255C	gene	IV	966556	967822	1266	-
gene	YDR256C	gene	IV	968132	969680	1548	-
gene	YDR257C	gene	IV	969989	971474	1485	-
gene	YDR258C	gene	IV	971807	974243	2436	-
gene	YDR259C	gene	IV	974630	975782	1152	-
gene	YDR260C	gene	IV	976716	977229	513	-
gene	YDR261C	gene	IV	977520	979209	1689	-
tRNA_gene	tS%28AGA%29D2	tRNA_gene	IV	980973	981055	82	-
transposable_elements	YDRWdelta19	long_terminal_repeat	IV	981170	981502	332	+
transposable_elements	YDRWTy2-3	LTR_retrotransposon	IV	981170	987125	5955	+
transposable_elements	YDR261W-A	transposable_element_gene	IV	981461	982778	1317	+
transposable_elements	YDR261W-B	transposable_element_gene	IV	981461	986775	5314	+
transposable_elements	YDRWdelta20	long_terminal_repeat	IV	986793	987125	332	+
transposable_elements	YDRCdelta21	long_terminal_repeat	IV	987149	987483	334	-
transposable_elements	YDRCTy1-3	LTR_retrotransposon	IV	987149	992642	5493	-
transposable_elements	YDR261C-D	transposable_element_gene	IV	987533	992349	4816	-
transposable_elements	YDR261C-C	transposable_element_gene	IV	991026	992349	1323	-
transposable_elements	YDRCdelta22	long_terminal_repeat	IV	992308	992642	334	-
transposable_elements	YDRCsigma4	long_terminal_repeat	IV	992739	992815	76	-
tRNA_gene	tG%28GCC%29D2	tRNA_gene	IV	992831	992902	71	+
gene	YDR262W	gene	IV	993133	993952	819	+
gene	YDR263C	gene	IV	994241	995534	1293	-
gene	YDR264C	gene	IV	996028	998323	2295	-
gene	YDR265W	gene	IV	998863	999877	1014	+
gene	YDR266C	gene	IV	1000103	1002023	1920	-
gene	YDR267C	gene	IV	1002509	1003502	993	-
gene	YDR268W	gene	IV	1004003	1005143	1140	+
gene	YDR269C	gene	IV	1005664	1005988	324	-
gene	YDR270W	gene	IV	1005674	1008689	3015	+
gene	YDR271C	gene	IV	1008394	1008766	372	-
gene	YDR272W	gene	IV	1009009	1009834	825	+
gene	YDR273W	gene	IV	1010175	1011273	1098	+
gene	YDR274C	gene	IV	1011588	1011960	372	-
gene	YDR275W	gene	IV	1012251	1012959	708	+
gene	YDR276C	gene	IV	1013475	1013643	168	-
gene	YDR277C	gene	IV	1014400	1015702	1302	-
Replication_origins	ARS430	ARS	IV	1016669	1016911	242	.
Replication_origins	ARS430_ARS_consensus_sequence	ARS_consensus_sequence	IV	1016829	1016846	17	-
gene	YDR278C	gene	IV	1017000	1017318	318	-
tRNA_gene	tE%28CUC%29D	tRNA_gene	IV	1017206	1017278	72	-
gene	YDR279W	gene	IV	1019367	1020420	1053	+
gene	YDR280W	gene	IV	1020746	1021664	918	+
gene	YDR281C	gene	IV	1022006	1022321	315	-
transposable_elements	YDRWsigma5	long_terminal_repeat	IV	1023136	1023477	341	+
gene	YDR282C	gene	IV	1023510	1024755	1245	-
gene	YDR283C	gene	IV	1025069	1030049	4980	-
gene	YDR284C	gene	IV	1030549	1031419	870	-
gene	YDR285W	gene	IV	1032435	1035063	2628	+
gene	YDR286C	gene	IV	1035230	1035575	345	-
gene	YDR287W	gene	IV	1035994	1036873	879	+
gene	YDR288W	gene	IV	1037194	1038106	912	+
gene	YDR289C	gene	IV	1038279	1039509	1230	-
gene	YDR290W	gene	IV	1039369	1039699	330	+
gene	YDR291W	gene	IV	1039727	1042961	3234	+
gene	YDR292C	gene	IV	1043145	1045011	1866	-
gene	YDR293C	gene	IV	1045639	1049392	3753	-
gene	YDR294C	gene	IV	1050458	1052228	1770	-
gene	YDR295C	gene	IV	1052622	1054647	2025	-
gene	YDR296W	gene	IV	1055211	1055892	681	+
gene	YDR297W	gene	IV	1056550	1057600	1050	+
Replication_origins	ARS431	ARS	IV	1057840	1057951	111	.
Replication_origins	ARS431_ARS_consensus_sequence	ARS_consensus_sequence	IV	1057886	1057903	17	+
gene	YDR298C	gene	IV	1058175	1058814	639	-
gene	YDR299W	gene	IV	1059626	1061231	1605	+
gene	YDR300C	gene	IV	1061504	1062791	1287	-
gene	YDR301W	gene	IV	1063351	1067425	4074	+
gene	YDR302W	gene	IV	1067730	1068390	660	+
gene	YDR303C	gene	IV	1068728	1071386	2658	-
gene	YDR304C	gene	IV	1071879	1072557	678	-
gene	YDR305C	gene	IV	1072745	1073488	743	-
gene	YDR306C	gene	IV	1073734	1075171	1437	-
tRNA_gene	tV%28CAC%29D	tRNA_gene	IV	1075471	1075544	73	-
gene	YDR307W	gene	IV	1075864	1077853	1989	+
gene	YDR308C	gene	IV	1078026	1078449	423	-
gene	YDR309C	gene	IV	1079047	1080199	1152	-
gene	YDR310C	gene	IV	1081127	1084316	3189	-
gene	YDR311W	gene	IV	1085064	1086993	1929	+
gene	YDR312W	gene	IV	1087580	1088942	1362	+
gene	YDR313C	gene	IV	1089218	1090079	861	-
gene	YDR314C	gene	IV	1090432	1092511	2079	-
gene	YDR315C	gene	IV	1092740	1093586	846	-
gene	YDR316W	gene	IV	1093762	1095178	1416	+
tRNA_gene	tF%28GAA%29D	tRNA_gene	IV	1095369	1095461	92	-
transposable_elements	YDRWdelta23	long_terminal_repeat	IV	1095766	1096104	338	+
transposable_elements	YDRWTy1-4	LTR_retrotransposon	IV	1095766	1101692	5926	+
transposable_elements	YDR316W-A	transposable_element_gene	IV	1096063	1097386	1323	+
transposable_elements	YDR316W-B	transposable_element_gene	IV	1096063	1101332	5269	+
transposable_elements	YDRWdelta24	long_terminal_repeat	IV	1101354	1101692	338	+
gene	YDR317W	gene	IV	1102183	1103428	1245	+
gene	YDR318W	gene	IV	1103757	1104947	1190	+
gene	YDR319C	gene	IV	1105002	1105827	825	-
gene	YDR320C	gene	IV	1106094	1108101	2007	-
gene	YDR320C-A	gene	IV	1108279	1108498	219	-
gene	YDR320W-B	gene	IV	1108483	1108621	138	+
gene	YDR321W	gene	IV	1108701	1109847	1146	+
Replication_origins	ARS452	ARS	IV	1109963	1110204	241	.
gene	YDR322W	gene	IV	1110588	1111692	1104	+
gene	YDR322C-A	gene	IV	1112002	1112293	291	-
gene	YDR323C	gene	IV	1112479	1114027	1548	-
gene	YDR324C	gene	IV	1114432	1116763	2331	-
gene	YDR325W	gene	IV	1117125	1120233	3108	+
gene	YDR326C	gene	IV	1120608	1124925	4317	-
gene	YDR327W	gene	IV	1125301	1125628	327	+
gene	YDR328C	gene	IV	1125433	1126018	585	-
gene	YDR329C	gene	IV	1126269	1127595	1326	-
gene	YDR330W	gene	IV	1127871	1129374	1503	+
gene	YDR331W	gene	IV	1129587	1130823	1236	+
gene	YDR332W	gene	IV	1131000	1133070	2070	+
gene	YDR333C	gene	IV	1133259	1135431	2172	-
gene	YDR334W	gene	IV	1135931	1140476	4545	+
gene	YDR335W	gene	IV	1141167	1144842	3675	+
gene	YDR336W	gene	IV	1145091	1146036	945	+
gene	YDR337W	gene	IV	1146318	1147179	861	+
gene	YDR338C	gene	IV	1147378	1149466	2088	-
gene	YDR339C	gene	IV	1149950	1150520	570	-
tRNA_gene	tX%28XXX%29D	tRNA_gene	IV	1150841	1150941	100	-
gene	YDR340W	gene	IV	1150880	1151183	303	+
transposable_elements	YDRWdelta25	long_terminal_repeat	IV	1151038	1151368	330	+
gene	YDR341C	gene	IV	1151802	1153626	1824	-
gene	YDR342C	gene	IV	1154215	1155928	1713	-
Replication_origins	ARS432	ARS	IV	1159261	1159510	249	.
Replication_origins	ARS432_ARS_consensus_sequence	ARS_consensus_sequence	IV	1159446	1159461	15	-
gene	YDR343C	gene	IV	1159607	1161320	1713	-
gene	YDR344C	gene	IV	1162005	1162449	444	-
gene	YDR345C	gene	IV	1162956	1164660	1704	-
Replication_origins	ARS453	ARS	IV	1166066	1166212	146	.
Replication_origins	ARS453_ARS_consensus_sequence	ARS_consensus_sequence	IV	1166166	1166181	15	-
gene	YDR346C	gene	IV	1167213	1168659	1446	-
gene	YDR347W	gene	IV	1169177	1170143	966	+
gene	YDR348C	gene	IV	1170325	1171825	1500	-
gene	YDR349C	gene	IV	1172385	1174176	1791	-
transposable_elements	YDRCsigma6	long_terminal_repeat	IV	1175133	1175812	679	-
transposable_elements	YDRWdelta26	long_terminal_repeat	IV	1175315	1175647	332	+
tRNA_gene	tM%28CAU%29D	tRNA_gene	IV	1175828	1175901	73	+
gene	YDR350C	gene	IV	1176119	1178174	2055	-
gene	YDR351W	gene	IV	1178665	1181260	2595	+
gene	YDR352W	gene	IV	1181800	1182754	954	+
gene	YDR353W	gene	IV	1183298	1184258	960	+
gene	YDR354W	gene	IV	1184746	1185889	1143	+
gene	YDR354C-A	gene	IV	1185138	1185282	144	-
gene	YDR355C	gene	IV	1186066	1186369	303	-
gene	YDR356W	gene	IV	1186106	1188941	2835	+
gene	YDR357C	gene	IV	1189198	1189567	369	-
gene	YDR358W	gene	IV	1190058	1191732	1674	+
gene	YDR359C	gene	IV	1191935	1194884	2949	-
gene	YDR360W	gene	IV	1194597	1195032	435	+
gene	YDR361C	gene	IV	1195411	1196263	852	-
gene	YDR362C	gene	IV	1196678	1198697	2019	-
gene	YDR363W	gene	IV	1199182	1200553	1371	+
tRNA_gene	tK%28CUU%29D1	tRNA_gene	IV	1201749	1201822	73	+
gene	YDR363W-A	gene	IV	1202127	1202397	270	+
gene	YDR364C	gene	IV	1202842	1204210	1368	-
gene	YDR365C	gene	IV	1204496	1206383	1887	-
transposable_elements	YDRWdelta27	long_terminal_repeat	IV	1206703	1207037	334	+
transposable_elements	YDRWTy1-5	LTR_retrotransposon	IV	1206703	1212621	5918	+
transposable_elements	YDR365W-A	transposable_element_gene	IV	1206996	1208319	1323	+
transposable_elements	YDR365W-B	transposable_element_gene	IV	1206996	1212265	5269	+
transposable_elements	YDRWdelta28	long_terminal_repeat	IV	1212287	1212621	334	+
gene	YDR366C	gene	IV	1212437	1212836	399	-
gene	YDR367W	gene	IV	1212847	1213614	767	+
gene	YDR368W	gene	IV	1213903	1214842	939	+
gene	YDR369C	gene	IV	1215015	1217580	2565	-
gene	YDR370C	gene	IV	1217781	1219110	1329	-
gene	YDR371W	gene	IV	1219412	1220948	1536	+
gene	YDR371C-A	gene	IV	1219508	1219613	105	-
gene	YDR372C	gene	IV	1221111	1222149	1038	-
gene	YDR373W	gene	IV	1222758	1223331	573	+
gene	YDR374C	gene	IV	1223473	1224394	921	-
gene	YDR374W-A	gene	IV	1224756	1225026	270	+
gene	YDR375C	gene	IV	1225165	1226536	1371	-
gene	YDR376W	gene	IV	1226821	1228303	1482	+
gene	YDR377W	gene	IV	1228610	1228916	306	+
gene	YDR378C	gene	IV	1229348	1229609	261	-
gene	YDR379W	gene	IV	1230166	1233196	3030	+
gene	YDR379C-A	gene	IV	1233277	1233517	240	-
gene	YDR380W	gene	IV	1234217	1236125	1908	+
gene	YDR381W	gene	IV	1236557	1238004	1447	+
gene	YDR381C-A	gene	IV	1238311	1238850	539	-
gene	YDR382W	gene	IV	1239491	1239824	333	+
gene	YDR383C	gene	IV	1239959	1240676	717	-
Replication_origins	ARS433	ARS	IV	1240881	1241110	229	.
Replication_origins	ARS433_ARS_consensus_sequence	ARS_consensus_sequence	IV	1240918	1240935	17	+
gene	YDR384C	gene	IV	1241203	1242031	828	-
gene	YDR385W	gene	IV	1243229	1245758	2529	+
gene	YDR386W	gene	IV	1246083	1247982	1899	+
gene	YDR387C	gene	IV	1248153	1249821	1668	-
gene	YDR388W	gene	IV	1250185	1251634	1449	+
gene	YDR389W	gene	IV	1252536	1254501	1965	+
gene	YDR390C	gene	IV	1254936	1256847	1911	-
tRNA_gene	tG%28CCC%29D	tRNA_gene	IV	1257007	1257079	72	-
gene	YDR391C	gene	IV	1257357	1258056	699	-
gene	YDR392W	gene	IV	1258695	1259709	1014	+
gene	YDR393W	gene	IV	1259900	1261271	1371	+
gene	YDR394W	gene	IV	1261680	1262967	1287	+
gene	YDR395W	gene	IV	1263323	1266158	2835	+
gene	YDR396W	gene	IV	1266294	1266795	501	+
gene	YDR397C	gene	IV	1266365	1266898	533	-
gene	YDR398W	gene	IV	1267470	1269402	1932	+
gene	YDR399W	gene	IV	1270067	1270733	666	+
gene	YDR400W	gene	IV	1271062	1272085	1023	+
gene	YDR401W	gene	IV	1272222	1272786	564	+
gene	YDR402C	gene	IV	1272233	1273703	1470	-
gene	YDR403W	gene	IV	1274601	1276212	1611	+
Replication_origins	ARS434	ARS	IV	1276224	1276452	228	.
gene	YDR404C	gene	IV	1276653	1277169	516	-
gene	YDR405W	gene	IV	1277645	1278437	792	+
gene	YDR406W	gene	IV	1279209	1283799	4590	+
gene	YDR406W-A	gene	IV	1283798	1284044	246	+
gene	YDR407C	gene	IV	1284068	1287938	3870	-
gene	YDR408C	gene	IV	1288214	1288859	645	-
gene	YDR409W	gene	IV	1289405	1292120	2715	+
gene	YDR410C	gene	IV	1292371	1293091	720	-
gene	YDR411C	gene	IV	1293368	1294394	1026	-
gene	YDR412W	gene	IV	1294692	1295400	708	+
gene	YDR413C	gene	IV	1294835	1295411	576	-
gene	YDR414C	gene	IV	1295597	1296686	1089	-
gene	YDR415C	gene	IV	1297036	1298161	1125	-
gene	YDR416W	gene	IV	1298431	1301011	2580	+
gene	YDR417C	gene	IV	1301554	1301926	372	-
gene	YDR418W	gene	IV	1301615	1302113	498	+
Replication_origins	ARS435	ARS	IV	1302688	1302768	80	.
gene	YDR419W	gene	IV	1303173	1305072	1899	+
tRNA_gene	tS%28AGA%29D3	tRNA_gene	IV	1305629	1305712	83	+
Replication_origins	ARS436	ARS	IV	1305756	1306312	556	.
gene	YDR420W	gene	IV	1306266	1311675	5409	+
gene	YDR421W	gene	IV	1312039	1314892	2853	+
gene	YDR422C	gene	IV	1315325	1317773	2448	-
gene	YDR423C	gene	IV	1318045	1319275	1230	-
gene	YDR424C	gene	IV	1319386	1319841	455	-
gene	YDR425W	gene	IV	1320063	1321941	1878	+
gene	YDR426C	gene	IV	1321628	1322006	378	-
gene	YDR427W	gene	IV	1322204	1323386	1182	+
gene	YDR428C	gene	IV	1323453	1324239	786	-
gene	YDR429C	gene	IV	1324476	1325301	825	-
gene	YDR430C	gene	IV	1325500	1328470	2970	-
gene	YDR431W	gene	IV	1328389	1328701	312	+
gene	YDR432W	gene	IV	1328782	1330027	1245	+
gene	YDR433W	gene	IV	1329599	1330040	441	+
gene	YDR434W	gene	IV	1331236	1332841	1605	+
gene	YDR435C	gene	IV	1332982	1333969	987	-
gene	YDR436W	gene	IV	1334820	1336953	2133	+
gene	YDR437W	gene	IV	1337351	1337774	423	+
gene	YDR438W	gene	IV	1338273	1339386	1113	+
gene	YDR439W	gene	IV	1339675	1340719	1044	+
gene	YDR440W	gene	IV	1342492	1344241	1749	+
gene	YDR441C	gene	IV	1344516	1345062	546	-
gene	YDR442W	gene	IV	1345646	1346039	393	+
gene	YDR443C	gene	IV	1345675	1349938	4263	-
gene	YDR444W	gene	IV	1350289	1352353	2064	+
gene	YDR445C	gene	IV	1352181	1352589	408	-
tRNA_gene	tK%28CUU%29D2	tRNA_gene	IV	1352465	1352538	73	-
transposable_elements	YDRWdelta29	long_terminal_repeat	IV	1352643	1352975	332	+
transposable_elements	YDRWdelta30	long_terminal_repeat	IV	1352975	1353226	251	+
gene	YDR446W	gene	IV	1353724	1354633	909	+
gene	YDR447C	gene	IV	1354828	1355553	725	-
gene	YDR448W	gene	IV	1356064	1357369	1305	+
gene	YDR449C	gene	IV	1357579	1358902	1323	-
gene	YDR450W	gene	IV	1359922	1360798	876	+
gene	YDR451C	gene	IV	1361119	1362181	1062	-
gene	YDR452W	gene	IV	1362877	1364902	2025	+
gene	YDR453C	gene	IV	1365071	1365662	591	-
gene	YDR454C	gene	IV	1366263	1366827	564	-
gene	YDR455C	gene	IV	1367372	1367681	309	-
gene	YDR456W	gene	IV	1367484	1369386	1902	+
gene	YDR457W	gene	IV	1369789	1379596	9807	+
Replication_origins	ARS439	ARS	IV	1379640	1380100	460	.
gene	YDR458C	gene	IV	1380054	1382046	1992	-
gene	YDR459C	gene	IV	1382318	1383443	1125	-
gene	YDR460W	gene	IV	1383810	1384776	966	+
gene	YDR461W	gene	IV	1385175	1385286	111	+
gene	YDR461C-A	gene	IV	1385523	1385766	243	-
gene	YDR462W	gene	IV	1386072	1386516	444	+
gene	YDR463W	gene	IV	1386815	1388375	1560	+
gene	YDR464W	gene	IV	1388871	1393179	4308	+
gene	YDR464C-A	gene	IV	1392491	1392680	189	-
gene	YDR465C	gene	IV	1393335	1394574	1239	-
gene	YDR466W	gene	IV	1395120	1397817	2697	+
gene	YDR467C	gene	IV	1397582	1397909	327	-
gene	YDR468C	gene	IV	1398025	1398700	675	-
gene	YDR469W	gene	IV	1399014	1399542	528	+
gene	YDR470C	gene	IV	1399705	1401214	1509	-
gene	YDR471W	gene	IV	1401769	1402564	795	+
snoRNA_gene	snR13	snoRNA_gene	IV	1402918	1403042	124	+
gene	YDR472W	gene	IV	1403321	1404173	852	+
Replication_origins	ARS440	ARS	IV	1404289	1404524	235	.
Replication_origins	ARS440_ARS_consensus_sequence	ARS_consensus_sequence	IV	1404321	1404338	17	+
gene	YDR473C	gene	IV	1404444	1405854	1410	-
gene	YDR475C	gene	IV	1407463	1410094	2631	-
gene	YDR476C	gene	IV	1410452	1411127	675	-
gene	YDR477W	gene	IV	1412372	1414274	1902	+
gene	YDR478W	gene	IV	1414574	1415171	597	+
gene	YDR479C	gene	IV	1415209	1416874	1665	-
gene	YDR480W	gene	IV	1417398	1418370	972	+
gene	YDR481C	gene	IV	1418549	1420250	1701	-
gene	YDR482C	gene	IV	1420430	1420838	408	-
gene	YDR483W	gene	IV	1421156	1422485	1329	+
gene	YDR484W	gene	IV	1422762	1424688	1926	+
gene	YDR485C	gene	IV	1424819	1427207	2388	-
gene	YDR486C	gene	IV	1427430	1428120	690	-
gene	YDR487C	gene	IV	1428353	1428980	627	-
gene	YDR488C	gene	IV	1429187	1430789	1602	-
gene	YDR489W	gene	IV	1431011	1431896	885	+
gene	YDR490C	gene	IV	1431967	1434268	2301	-
gene	YDR491C	gene	IV	1434499	1434991	492	-
gene	YDR492W	gene	IV	1434923	1435874	951	+
gene	YDR493W	gene	IV	1436216	1436588	372	+
gene	YDR494W	gene	IV	1436929	1438015	1086	+
gene	YDR495C	gene	IV	1438114	1441150	3036	-
gene	YDR496C	gene	IV	1441432	1443403	1971	-
gene	YDR497C	gene	IV	1443712	1445467	1755	-
gene	YDR498C	gene	IV	1445842	1446994	1152	-
gene	YDR499W	gene	IV	1447829	1450073	2244	+
gene	YDR500C	gene	IV	1450197	1450853	656	-
gene	YDR501W	gene	IV	1451352	1452918	1566	+
gene	YDR502C	gene	IV	1453309	1454464	1155	-
Replication_origins	ARS442	ARS	IV	1454508	1455087	579	.
gene	YDR503C	gene	IV	1455041	1455866	825	-
gene	YDR504C	gene	IV	1456310	1456694	384	-
gene	YDR505C	gene	IV	1456694	1459220	2526	-
gene	YDR506C	gene	IV	1459727	1461554	1827	-
tRNA_gene	tL%28CAA%29D	tRNA_gene	IV	1461714	1461829	115	-
Replication_origins	ARS443	ARS	IV	1461861	1462173	312	.
gene	YDR507C	gene	IV	1462357	1465786	3429	-
gene	YDR508C	gene	IV	1466452	1468444	1992	-
gene	YDR509W	gene	IV	1468225	1468573	348	+
gene	YDR510W	gene	IV	1469399	1469705	306	+
gene	YDR510C-A	gene	IV	1469694	1469811	117	-
gene	YDR511W	gene	IV	1470016	1470418	402	+
gene	YDR512C	gene	IV	1470499	1471063	564	-
gene	YDR513W	gene	IV	1471016	1471448	432	+
gene	YDR514C	gene	IV	1471547	1472999	1452	-
gene	YDR515W	gene	IV	1473428	1474772	1344	+
gene	YDR516C	gene	IV	1474973	1476476	1503	-
gene	YDR517W	gene	IV	1477238	1478357	1119	+
gene	YDR518W	gene	IV	1478607	1480161	1554	+
gene	YDR519W	gene	IV	1480424	1480832	408	+
gene	YDR520C	gene	IV	1481084	1483403	2319	-
gene	YDR521W	gene	IV	1483140	1483476	336	+
gene	YDR522C	gene	IV	1483794	1485303	1509	-
gene	YDR523C	gene	IV	1485565	1487038	1473	-
Replication_origins	ARS446	ARS	IV	1486917	1487161	244	.
Replication_origins	ARS446_ARS_consensus_sequence	ARS_consensus_sequence	IV	1487075	1487092	17	-
gene	YDR524C	gene	IV	1487541	1488990	1449	-
gene	YDR524W-C	gene	IV	1489402	1489492	90	+
gene	YDR524C-B	gene	IV	1489597	1489798	201	-
gene	YDR524C-A	gene	IV	1489870	1489990	120	-
gene	YDR525W	gene	IV	1489904	1490234	330	+
gene	YDR525W-A	gene	IV	1490595	1490835	240	+
gene	YDR526C	gene	IV	1491074	1491545	471	-
gene	YDR527W	gene	IV	1491093	1492413	1320	+
snoRNA_gene	snR84	snoRNA_gene	IV	1492476	1493026	550	-
gene	YDR528W	gene	IV	1494585	1495857	1272	+
gene	YDR529C	gene	IV	1496164	1496548	384	-
gene	YDR530C	gene	IV	1496790	1497768	978	-
gene	YDR531W	gene	IV	1498231	1499335	1104	+
gene	YDR532C	gene	IV	1499395	1500553	1158	-
gene	YDR533C	gene	IV	1501446	1502160	714	-
gene	YDR534C	gene	IV	1503313	1504900	1587	-
gene	YDR535C	gene	IV	1506605	1507362	757	-
gene	YDR536W	gene	IV	1508004	1509714	1710	+
gene	YDR537C	gene	IV	1510855	1511461	606	-
gene	YDR538W	gene	IV	1510901	1511630	729	+
gene	YDR539W	gene	IV	1512093	1513605	1512	+
gene	YDR540C	gene	IV	1517135	1517675	540	-
transposable_elements	YDRWdelta31	long_terminal_repeat	IV	1518483	1518807	324	+
gene	YDR541C	gene	IV	1519663	1520698	1035	-
gene	YDR542W	gene	IV	1523248	1523611	363	+
telomere	TEL04R	telomere	IV	1524624	1531933	7309	+
telomere	TEL04R_telomeric_repeat	telomeric_repeat	IV	1525370	1525466	96	+
gene	YDR543C	gene	IV	1524633	1524933	300	-
gene	YDR544C	gene	IV	1525094	1525523	429	-
gene	YDR545W	gene	IV	1526320	1531711	5391	+
gene	YDR545C-A	gene	IV	1530862	1531342	480	-
telomere	TEL05L	telomere	V	0	6473	6473	-
gene	YEL077C	gene	V	263	4097	3834	-
gene	YEL077W-A	gene	V	629	1112	483	+
Replication_origins	ARS502	ARS	V	4096	4185	89	.
gene	YEL076C-A	gene	V	4184	5114	930	-
gene	YEL076C	gene	V	4463	5114	651	-
gene	YEL075W-A	gene	V	4869	5481	612	+
gene	YEL075C	gene	V	5344	5713	369	-
gene	YEL074W	gene	V	6125	6464	339	+
Replication_origins	ARS503	ARS	V	6377	6453	76	.
gene	YEL073C	gene	V	7229	7553	324	-
Replication_origins	ARS504	ARS	V	8785	10019	1234	.
gene	YEL072W	gene	V	13719	14415	696	+
gene	YEL071W	gene	V	16354	17845	1491	+
gene	YEL070W	gene	V	19588	21097	1509	+
gene	YEL069C	gene	V	21536	23231	1695	-
gene	YEL068C	gene	V	25645	25978	333	-
gene	YEL067C	gene	V	26188	26776	588	-
gene	YEL066W	gene	V	26666	27206	540	+
gene	YEL065W	gene	V	27656	29543	1887	+
gene	YEL064C	gene	V	29796	31239	1443	-
gene	YEL063C	gene	V	31693	33466	1773	-
gene	YEL062W	gene	V	34406	36254	1848	+
gene	YEL061C	gene	V	36534	39537	3003	-
gene	YEL060C	gene	V	40045	41953	1908	-
gene	YEL059C-A	gene	V	42399	42624	225	-
gene	YEL059W	gene	V	42651	42960	309	+
gene	YEL058W	gene	V	43251	44925	1674	+
gene	YEL057C	gene	V	45019	45721	702	-
gene	YEL056W	gene	V	47167	48373	1206	+
gene	YEL055C	gene	V	48470	51539	3069	-
snoRNA_gene	snR80	snoRNA_gene	V	52149	52320	171	-
gene	YEL054C	gene	V	52720	53218	498	-
gene	YEL053W-A	gene	V	52907	53255	348	+
gene	YEL053C	gene	V	53900	56102	2202	-
gene	YEL052W	gene	V	56570	58100	1530	+
gene	YEL051W	gene	V	58377	59148	771	+
Replication_origins	ARS507	ARS	V	59337	59477	140	.
Replication_origins	ARS507_ARS_consensus_sequence	ARS_consensus_sequence	V	59453	59470	17	-
gene	YEL050W-A	gene	V	59548	59740	192	+
gene	YEL050C	gene	V	59669	60851	1182	-
snoRNA_gene	snR67	snoRNA_gene	V	61351	61433	82	+
snoRNA_gene	snR53	snoRNA_gene	V	61698	61789	91	+
tRNA_gene	tG%28GCC%29E	tRNA_gene	V	61889	61960	71	-
transposable_elements	YELWdelta1	long_terminal_repeat	V	62080	62756	676	+
transposable_elements	YELWdelta2	long_terminal_repeat	V	62141	62474	333	+
gene	YEL049W	gene	V	63727	64090	363	+
gene	YEL048C	gene	V	64708	65167	459	-
gene	YEL047C	gene	V	65384	66797	1413	-
gene	YEL046C	gene	V	67628	68792	1164	-
gene	YEL045C	gene	V	68839	69265	426	-
gene	YEL044W	gene	V	69756	70257	501	+
gene	YEL043W	gene	V	70477	73348	2871	+
gene	YEL042W	gene	V	73770	75327	1557	+
gene	YEL041W	gene	V	75943	77431	1488	+
gene	YEL040W	gene	V	78052	79456	1404	+
gene	YEL039C	gene	V	79635	79977	342	-
gene	YEL038W	gene	V	80461	81145	684	+
gene	YEL037C	gene	V	81406	82603	1197	-
gene	YEL036C	gene	V	83049	84552	1503	-
gene	YEL035C	gene	V	85044	85545	501	-
gene	YEL034C-A	gene	V	85612	86215	603	-
