chr,start,end,name,score,strand,reads,bases_covered,region_length,FPKM
IV,831933,832473,YDR185C,0,-,437,540,540,108.19645219426168
IV,832858,835492,YDR186C,0,-,2305,2634,2634,116.99855615112142
IV,836227,836746,YDR187C,0,-,439,519,519,113.08955770942922
IV,836420,838061,YDR188W,0,+,1534,1641,1641,124.98046084479745
IV,838391,840392,YDR189W,0,+,2293,2001,2001,153.20830549939984
IV,840603,841995,YDR190C,0,-,1611,1392,1392,154.73253771449146
IV,842336,843449,YDR191W,0,+,1124,1113,1113,135.01949834353948
IV,843568,844861,YDR192C,0,-,1466,1293,1293,151.58659179610916
IV,844553,844952,YDR193W,0,+,554,399,399,185.63600441857116
IV,845951,847946,YDR194C,0,-,1467,1995,1995,98.31336407294005
IV,848070,848223,YDR194W-A,0,+,72,153,153,62.91676853940106
IV,848598,850200,YDR195W,0,+,432,1602,1602,36.05342916302757
IV,850273,850999,YDR196C,0,-,87,726,726,16.021677112564422
IV,851227,852397,YDR197W,0,+,111,1170,1170,12.68418186259079
IV,852532,853972,YDR198C,0,-,97,1440,1440,9.00605480221114
IV,854174,854540,YDR199W,0,+,16,366,366,5.8447271320755085
IV,854278,856093,YDR200C,0,-,41,1757,1815,3.020178214322489
IV,856316,856814,YDR201W,0,+,13,498,498,3.4901119094396673
IV,856897,857953,YDR202C,0,-,9,778,1056,1.1394727256780732
IV,857681,857999,YDR203W,0,+,4,161,318,1.6817375238519152
IV,858136,859144,YDR204W,0,+,21,851,1008,2.7853777738797345
IV,859345,861520,YDR205W,0,+,52,2175,2175,3.1964611143006056
IV,862053,864708,YDR206W,0,+,51,2185,2655,2.5682127271026705
IV,865011,867522,YDR207C,0,-,16,1276,2511,0.8519196058700264
IV,868223,870563,YDR208W,0,+,56,2092,2340,3.199613442815695
IV,871035,871449,YDR209C,0,-,44,414,414,14.20946342616908
IV,871073,871301,YDR210W,0,+,26,228,228,15.24627834123644
IV,884726,886865,YDR211W,0,+,84,2098,2139,5.250417570959836
IV,887231,888911,YDR212W,0,+,72,1680,1680,5.729919991981168
IV,889750,892492,YDR213W,0,+,73,2564,2742,3.55943242876535
IV,892874,893927,YDR214W,0,+,36,1053,1053,4.570876346879564
IV,894088,894502,YDR215C,0,-,27,414,414,8.7194434660583
IV,895034,899006,YDR216W,0,+,345,3972,3972,11.612753256658712
IV,899550,903480,YDR217C,0,-,342,3930,3930,11.634799373030463
IV,903780,905052,YDR218C,0,-,38,1197,1272,3.9941266191482985
IV,905454,906852,YDR219C,0,-,143,1398,1398,13.675846237418096
IV,906999,907293,YDR220C,0,-,46,294,294,20.918755526280453
IV,907329,909438,YDR221W,0,+,298,2109,2109,18.891438443611058
IV,910053,911301,YDR222W,0,+,179,1248,1248,19.17625467401817
IV,912098,913502,YDR223W,0,+,95,1404,1404,9.046526103199138
IV,914316,914712,YDR224C,0,-,98,396,396,33.08691173820775
IV,915529,915928,YDR225W,0,+,120,399,399,40.2099648560082
IV,916485,917154,YDR226W,0,+,172,669,669,34.373810016668294
IV,917570,921647,YDR227W,0,+,738,4077,4077,24.201428075034514
IV,921925,923806,YDR228C,0,-,196,1881,1881,13.931331258192738
IV,924784,926146,YDR229W,0,+,22,988,1362,2.1595880537569747
IV,926222,926570,YDR230W,0,+,11,348,348,4.226090415541666
IV,926292,926910,YDR231C,0,-,9,529,618,1.9470601914499115
IV,927451,929098,YDR232W,0,+,11,781,1647,0.8929444229559804
IV,929469,930357,YDR233C,0,-,9,706,888,1.3550486467523033
IV,931128,933210,YDR234W,0,+,45,1733,2082,2.8897291025841625
IV,933503,935138,YDR235W,0,+,114,1635,1635,9.322071668911258
IV,935235,935892,YDR236C,0,-,42,657,657,8.546912621220008
IV,936614,937493,YDR237W,0,+,29,879,879,4.410973676041627
IV,937894,940816,YDR238C,0,-,220,2922,2922,10.066252324493496
IV,941056,943420,YDR239C,0,-,172,2364,2364,9.727613748371864
IV,943673,945152,YDR240C,0,-,204,1479,1479,18.441121813272723
IV,945150,945438,YDR241W,0,+,57,288,288,26.461088851857475
IV,946806,948456,YDR242W,0,+,448,1650,1650,36.301068878490796
IV,948517,950284,YDR243C,0,-,399,1767,1767,30.18990103301906
IV,950562,952401,YDR244W,0,+,624,1839,1839,45.36576132857303
IV,952799,953981,YDR245W,0,+,1178,1182,1182,133.24568599514018
IV,954287,954947,YDR246W,0,+,878,660,660,177.85903167028414
IV,955132,955333,YDR246W-A,0,+,269,201,201,178.92934236982651
IV,956012,957398,YDR247W,0,+,1233,1386,1386,118.93924831839698
IV,957757,958339,YDR248C,0,-,454,582,582,104.29373272918758
IV,958680,959802,YDR249C,0,-,604,1122,1122,71.97297007158758
IV,960085,960361,YDR250C,0,-,77,276,276,37.29984149369383
IV,960613,963106,YDR251W,0,+,255,2493,2493,13.675500983669455
IV,963411,963861,YDR252W,0,+,94,450,450,27.928054479434138
IV,963989,964565,YDR253C,0,-,141,576,576,32.728188843086876
IV,965112,966489,YDR254W,0,+,513,1377,1377,49.80910842702584
IV,966556,967822,YDR255C,0,-,473,1266,1266,49.95198813441192
IV,968132,969680,YDR256C,0,-,221,1548,1548,19.08739497759446
IV,969989,971474,YDR257C,0,-,72,1485,1485,6.482333728301928
IV,971807,974243,YDR258C,0,-,588,2436,2436,32.27196317322727
IV,974630,975782,YDR259C,0,-,522,1152,1152,60.581966581884224
IV,976716,977229,YDR260C,0,-,255,513,513,66.45813635923577
IV,977520,979209,YDR261C,0,-,635,1689,1689,50.26543194070711
IV,993133,993952,YDR262W,0,+,95,819,819,15.508330462627093
IV,994241,995534,YDR263C,0,-,235,1293,1293,24.299351345215317
IV,996028,998323,YDR264C,0,-,241,2295,2295,14.039760387033015
IV,998863,999877,YDR265W,0,+,61,1014,1014,8.042984341143848
IV,1000103,1002023,YDR266C,0,-,105,1907,1920,7.311616656434303
IV,1002509,1003502,YDR267C,0,-,5,457,993,0.673203087342534
IV,1004003,1005143,YDR268W,0,+,34,895,1140,3.9874881815541463
IV,1005664,1005988,YDR269C,0,-,2,259,324,0.825297118186588
IV,1005674,1008689,YDR270W,0,+,116,2723,3015,5.143941441115211
IV,1008394,1008766,YDR271C,0,-,27,372,372,9.703896760613269
IV,1009009,1009834,YDR272W,0,+,18,603,825,2.9170501777358675
IV,1010175,1011273,YDR273W,0,+,6,472,1098,0.7305908915094386
IV,1011588,1011960,YDR274C,0,-,1,65,372,0.35940358372641734
IV,1012251,1012959,YDR275W,0,+,7,397,708,1.3218741977734332
IV,1013475,1013643,YDR276C,0,-,2,161,168,1.591644442216991
IV,1014400,1015702,YDR277C,0,-,2,257,1302,0.20537347641509562
IV,1017000,1017318,YDR278C,0,-,13,318,318,5.465646952518724
IV,1019367,1020420,YDR279W,0,+,223,1053,1053,28.314039593170634
IV,1020746,1021664,YDR280W,0,+,273,918,918,39.759902340871506
IV,1022006,1022321,YDR281C,0,-,124,315,315,52.630376222641836
IV,1023510,1024755,YDR282C,0,-,553,1245,1245,59.385596489850336
IV,1025069,1030049,YDR283C,0,-,1071,4980,4980,28.753152730845258
IV,1030549,1031419,YDR284C,0,-,90,870,870,13.830841359954544
IV,1032435,1035063,YDR285W,0,+,115,2628,2628,5.850565187144648
IV,1035230,1035575,YDR286C,0,-,44,345,345,17.051356111402896
IV,1035994,1036873,YDR287W,0,+,99,879,879,15.058151514762796
IV,1037194,1038106,YDR288W,0,+,223,912,912,32.691539135535834
IV,1038279,1039509,YDR289C,0,-,482,1230,1230,52.39227656624515
IV,1039369,1039699,YDR290W,0,+,163,330,330,66.03877485707588
IV,1039727,1042961,YDR291W,0,+,1989,3234,3234,82.22807261219728
IV,1043145,1045011,YDR292C,0,-,1655,1866,1866,118.58006985906007
IV,1045639,1049392,YDR293C,0,-,800,3753,3753,28.49946882946491
IV,1050458,1052228,YDR294C,0,-,22,1155,1770,1.661784705772316
IV,1052622,1054647,YDR295C,0,-,47,1966,2025,3.1031171643815707
IV,1055211,1055892,YDR296W,0,+,20,681,681,3.9265237341035903
IV,1056550,1057600,YDR297W,0,+,90,1050,1050,11.459839983962336
IV,1058175,1058814,YDR298C,0,-,44,639,639,9.206131233856023
IV,1059626,1061231,YDR299W,0,+,28,980,1605,2.332428491024525
IV,1061504,1062791,YDR300C,0,-,5,459,1287,0.5194177666908596
IV,1063351,1067425,YDR301W,0,+,538,3950,4074,17.655767214695697
IV,1067730,1068390,YDR302W,0,+,197,660,660,39.90686701485874
IV,1068728,1071386,YDR303C,0,-,615,2658,2658,30.934669633156417
IV,1071879,1072557,YDR304C,0,-,66,678,678,13.01486251865929
IV,1072745,1073488,YDR305C,0,-,107,743,743,19.253970722269603
IV,1073734,1075171,YDR306C,0,-,378,1437,1437,35.169028760802995
IV,1075864,1077853,YDR307W,0,+,267,1989,1989,17.947411538482996
IV,1078026,1078449,YDR308C,0,-,70,423,423,22.12498657266172
IV,1079047,1080199,YDR309C,0,-,325,1152,1152,37.718657354621406
IV,1081127,1084316,YDR310C,0,-,566,3189,3189,23.729427206260464
IV,1085064,1086993,YDR311W,0,+,119,1929,1929,8.247837140695202
IV,1087580,1088942,YDR312W,0,+,317,1362,1362,31.117700592770955
IV,1089218,1090079,YDR313C,0,-,308,861,861,47.826974458813
IV,1090432,1092511,YDR314C,0,-,765,2079,2079,49.19628275943427
IV,1092740,1093586,YDR315C,0,-,401,846,846,63.37228296883821
IV,1093762,1095178,YDR316W,0,+,669,1416,1416,63.166702736459065
IV,1102183,1103428,YDR317W,0,+,703,1245,1245,75.49380530264881
IV,1103757,1104947,YDR318W,0,+,921,1190,1190,103.47561397283638
IV,1105002,1105827,YDR319C,0,-,707,825,825,114.57524864773657
IV,1106094,1108101,YDR320C,0,-,711,2007,2007,47.36391263924643
IV,1108279,1108498,YDR320C-A,0,-,48,219,219,29.303700415611452
IV,1108483,1108621,YDR320W-B,0,+,29,138,138,28.09598450174341
IV,1108701,1109847,YDR321W,0,+,140,1146,1146,16.333105270917816
IV,1110588,1111692,YDR322W,0,+,125,1104,1104,15.137922684128991
IV,1112002,1112293,YDR322C-A,0,-,43,291,291,19.75608153019853
IV,1112479,1114027,YDR323C,0,-,174,1548,1548,15.02808473349066
IV,1114432,1116763,YDR324C,0,-,387,2331,2331,22.196987356323444
IV,1117125,1120233,YDR325W,0,+,2084,3108,3108,89.6482977724381
IV,1120608,1124925,YDR326C,0,-,525,4132,4317,16.259328214447372
IV,1125301,1125628,YDR327W,0,+,0,0,327,0.0
IV,1125433,1126018,YDR328C,0,-,0,0,585,0.0
IV,1126269,1127595,YDR329C,0,-,14,987,1326,1.4115941659481006
IV,1127871,1129374,YDR330W,0,+,33,1465,1503,2.935487953310379
IV,1129587,1130823,YDR331W,0,+,93,1236,1236,10.059810989157876
IV,1131000,1133070,YDR332W,0,+,127,2070,2070,8.202735705106695
IV,1133259,1135431,YDR333C,0,-,241,2172,2172,14.834829690718585
IV,1135931,1140476,YDR334W,0,+,249,4545,4545,7.324716205370866
IV,1141167,1144842,YDR335W,0,+,545,3675,3675,19.827342194474518
IV,1145091,1146036,YDR336W,0,+,110,945,945,15.562745657232801
IV,1146318,1147179,YDR337W,0,+,60,861,861,9.316943076392143
IV,1147378,1149466,YDR338C,0,-,56,1796,2088,3.5857736859141407
IV,1149950,1150520,YDR339C,0,-,29,570,570,6.80218572147472
IV,1150880,1151183,YDR340W,0,+,41,303,303,18.09116653133768
IV,1151802,1153626,YDR341C,0,-,186,1824,1824,13.633691208990278
IV,1154215,1155928,YDR342C,0,-,63,1519,1713,4.91709421378419
IV,1159607,1161320,YDR343C,0,-,55,1621,1713,4.292701297748102
IV,1162005,1162449,YDR344C,0,-,33,444,444,9.93702340951689
IV,1162956,1164660,YDR345C,0,-,96,1693,1704,7.532289191336747
IV,1167213,1168659,YDR346C,0,-,66,1446,1446,6.102404417462655
IV,1169177,1170143,YDR347W,0,+,54,966,966,7.473808685192828
IV,1170325,1171825,YDR348C,0,-,71,1472,1500,6.328378302254757
IV,1172385,1174176,YDR349C,0,-,144,1791,1791,10.749598644922795
IV,1176119,1178174,YDR350C,0,-,331,2055,2055,21.53483312476945
IV,1178665,1181260,YDR351W,0,+,573,2595,2595,29.521784313213185
IV,1181800,1182754,YDR352W,0,+,219,954,954,30.69170981029745
IV,1183298,1184258,YDR353W,0,+,165,960,960,22.97936663450781
IV,1184746,1185889,YDR354W,0,+,108,1143,1143,12.632894470509662
IV,1185138,1185282,YDR354C-A,0,-,25,144,144,23.211481448997787
IV,1186066,1186369,YDR355C,0,-,33,303,303,14.561182817905939
IV,1186106,1188941,YDR356W,0,+,158,2835,2835,7.4512539813417655
IV,1189198,1189567,YDR357C,0,-,14,369,369,5.072557897146833
IV,1190058,1191732,YDR358W,0,+,17,1233,1674,1.3577468718553545
IV,1191935,1194884,YDR359C,0,-,516,2852,2949,23.39377304288005
IV,1194597,1195032,YDR360W,0,+,15,434,435,4.610280453318181
IV,1195411,1196263,YDR361C,0,-,28,852,852,4.393835361613102
IV,1196678,1198697,YDR362C,0,-,38,1792,2019,2.516359118155837
IV,1199182,1200553,YDR363W,0,+,52,1321,1371,5.070972227282143
IV,1202127,1202397,YDR363W-A,0,+,119,270,270,58.926214238522384
IV,1202842,1204210,YDR364C,0,-,712,1368,1368,69.58557807025863
IV,1204496,1206383,YDR365C,0,-,868,1887,1887,61.499724202928064
IV,1212437,1212836,YDR366C,0,-,99,399,399,33.17322100620676
IV,1212847,1213614,YDR367W,0,+,290,767,767,50.55079349726976
IV,1213903,1214842,YDR368W,0,+,451,939,939,64.21497129813471
IV,1215015,1217580,YDR369C,0,-,968,2565,2565,50.45605960450214
IV,1217781,1219110,YDR370C,0,-,554,1329,1329,55.732705615507825
IV,1219412,1220948,YDR371W,0,+,625,1536,1536,54.40190964608856
IV,1219508,1219613,YDR371C-A,0,-,75,105,105,95.49866653301946
IV,1221111,1222149,YDR372C,0,-,285,1038,1038,36.7090249967965
IV,1222758,1223331,YDR373W,0,+,77,573,573,17.966415798009596
IV,1223473,1224394,YDR374C,0,-,115,921,921,16.694120859735214
IV,1224756,1225026,YDR374W-A,0,+,33,270,270,16.340882940094442
IV,1225165,1226536,YDR375C,0,-,107,1371,1371,10.434500544599793
IV,1226821,1228303,YDR376W,0,+,193,1482,1482,17.411430295021496
IV,1228610,1228916,YDR377W,0,+,72,306,306,31.45838426970053
IV,1229348,1229609,YDR378C,0,-,41,261,261,21.002388731782826
IV,1230166,1233196,YDR379W,0,+,388,3030,3030,17.120421010143954
IV,1233277,1233517,YDR379C-A,0,-,28,240,240,15.598115533726514
IV,1234217,1236125,YDR380W,0,+,167,1908,1908,11.702090270136242
IV,1236557,1238004,YDR381W,0,+,227,1447,1447,20.974067881267164
IV,1238311,1238850,YDR381C-A,0,-,79,539,539,19.59583027560659
IV,1239491,1239824,YDR382W,0,+,32,333,333,12.847868650688504
IV,1239959,1240676,YDR383C,0,-,38,717,717,7.085814587945099
IV,1241203,1242031,YDR384C,0,-,48,828,828,7.7506164142740435
IV,1243229,1245758,YDR385W,0,+,178,2529,2529,9.410149347579459
IV,1246083,1247982,YDR386W,0,+,80,1899,1899,5.632359479567236
IV,1248153,1249821,YDR387C,0,-,30,1584,1668,2.404642682486102
IV,1250185,1251634,YDR388W,0,+,17,1239,1449,1.568577131460223
IV,1252536,1254501,YDR389W,0,+,69,1936,1965,4.694743606661415
IV,1254936,1256847,YDR390C,0,-,73,1911,1911,5.107254693707268
IV,1257357,1258056,YDR391C,0,-,28,699,699,5.355576148918974
IV,1258695,1259709,YDR392W,0,+,36,1014,1014,4.746679283298009
IV,1259900,1261271,YDR393W,0,+,22,1306,1371,2.1454113269270603
IV,1261680,1262967,YDR394W,0,+,7,742,1287,0.7271848733672034
IV,1263323,1266158,YDR395W,0,+,40,1844,2835,1.8863934129979154
IV,1266294,1266795,YDR396W,0,+,9,441,501,2.40176287089031
IV,1266365,1266898,YDR397C,0,-,7,473,533,1.7558854259354424
IV,1267470,1269402,YDR398W,0,+,29,1668,1932,2.006856035838815
IV,1270067,1270733,YDR399W,0,+,13,657,666,2.6097233196711027
IV,1271062,1272085,YDR400W,0,+,31,1023,1023,4.051458580188704
IV,1272222,1272786,YDR401W,0,+,7,484,564,1.659373992949629
IV,1272233,1273703,YDR402C,0,-,7,680,1470,0.6366577768867965
IV,1274601,1276212,YDR403W,0,+,24,1485,1611,1.9917785198693072
IV,1276653,1277169,YDR404C,0,-,3,246,516,0.7773147275943445
IV,1277645,1278437,YDR405W,0,+,12,651,792,2.025729290094352
IV,1279209,1283799,YDR406W,0,+,31,1772,4590,0.9029721410747374
IV,1283798,1284044,YDR406W-A,0,+,14,246,246,7.60883684572025
IV,1284068,1287938,YDR407C,0,-,205,3870,3870,7.082200851415139
IV,1288214,1288859,YDR408C,0,-,46,645,645,9.535060658490625
IV,1289405,1292120,YDR409W,0,+,307,2715,2715,15.11798411635056
IV,1292371,1293091,YDR410C,0,-,47,720,720,8.727517024823168
IV,1293368,1294394,YDR411C,0,-,46,1021,1026,5.9942632794604815
IV,1294692,1295400,YDR412W,0,+,72,708,708,13.596420319955314
IV,1294835,1295411,YDR413C,0,-,66,576,576,15.31957775633854
IV,1295597,1296686,YDR414C,0,-,163,1089,1089,20.011749956689663
IV,1297036,1298161,YDR415C,0,-,151,1125,1125,17.94526053784917
IV,1298431,1301011,YDR416W,0,+,579,2580,2580,30.004348485141698
IV,1301554,1301926,YDR417C,0,-,51,372,372,18.329582770047285
IV,1301615,1302113,YDR418W,0,+,64,498,498,17.18208940031836
IV,1303173,1305072,YDR419W,0,+,79,1899,1899,5.561954986072645
IV,1306266,1311675,YDR420W,0,+,247,5357,5409,6.105276185453528
IV,1312039,1314892,YDR421W,0,+,216,2853,2853,10.122256137253798
IV,1315325,1317773,YDR422C,0,-,162,2393,2448,8.847670575853273
IV,1318045,1319275,YDR423C,0,-,131,1230,1230,14.239394668419326
IV,1319386,1319841,YDR424C,0,-,63,455,455,18.512049204862237
IV,1320063,1321941,YDR425W,0,+,271,1878,1878,19.29296809511586
IV,1321628,1322006,YDR426C,0,-,121,378,378,42.7975505573902
IV,1322204,1323386,YDR427W,0,+,302,1182,1182,34.159759907073294
IV,1323453,1324239,YDR428C,0,-,406,786,786,69.06035885161357
IV,1324476,1325301,YDR429C,0,-,62,825,825,10.047617278867987
IV,1325500,1328470,YDR430C,0,-,770,2970,2970,34.6624789638367
IV,1328389,1328701,YDR431W,0,+,109,312,312,46.70864266967555
IV,1328782,1330027,YDR432W,0,+,306,1245,1245,32.860745978108866
IV,1329599,1330040,YDR433W,0,+,136,441,441,41.23117031266872
IV,1331236,1332841,YDR434W,0,+,294,1605,1605,24.490499155757515
IV,1332982,1333969,YDR435C,0,-,100,987,987,13.545910146527584
IV,1334820,1336953,YDR436W,0,+,176,2133,2133,11.031819706392872
IV,1337351,1337774,YDR437W,0,+,15,423,423,4.741068551284655
IV,1338273,1339386,YDR438W,0,+,218,1113,1113,26.18705572855125
IV,1339675,1340719,YDR439W,0,+,375,1044,1044,48.02375472206439
IV,1342492,1344241,YDR440W,0,+,209,1749,1749,15.976506476593194
IV,1344516,1345062,YDR441C,0,-,22,546,546,5.387104265965201
IV,1345646,1346039,YDR442W,0,+,23,393,393,7.824572677769025
IV,1345675,1349938,YDR443C,0,-,128,4198,4263,4.01439386411379
IV,1350289,1352353,YDR444W,0,+,155,2064,2064,10.04031523142695
IV,1352181,1352589,YDR445C,0,-,40,408,408,13.107660112375221
IV,1353724,1354633,YDR446W,0,+,41,909,909,6.030388843779227
IV,1354828,1355553,YDR447C,0,-,27,705,725,4.979102889583635
IV,1356064,1357369,YDR448W,0,+,123,959,1305,12.601433239069696
IV,1357579,1358902,YDR449C,0,-,536,1323,1323,54.16643943036871
IV,1359922,1360798,YDR450W,0,+,228,876,876,34.7981442435386
IV,1361119,1362181,YDR451C,0,-,189,1062,1062,23.7937355599218
IV,1362877,1364902,YDR452W,0,+,621,2025,2025,41.00076083150969
IV,1365071,1365662,YDR453C,0,-,100,591,591,22.622357554353172
IV,1366263,1366827,YDR454C,0,-,83,564,564,19.675434487831314
IV,1367372,1367681,YDR455C,0,-,97,309,309,41.9699641268092
IV,1367484,1369386,YDR456W,0,+,571,1902,1902,40.13755732202721
IV,1369789,1379596,YDR457W,0,+,1459,9807,9807,19.890443179396918
IV,1380054,1382046,YDR458C,0,-,160,1992,1992,10.738805875198976
IV,1382318,1383443,YDR459C,0,-,43,1125,1125,5.110239755811353
IV,1383810,1384776,YDR460W,0,+,72,966,966,9.96507824692377
IV,1385175,1385286,YDR461W,0,+,26,111,111,31.31667983605323
IV,1385523,1385766,YDR461C-A,0,-,12,243,243,6.602376945492704
IV,1386072,1386516,YDR462W,0,+,32,444,444,9.635901488016378
IV,1386815,1388375,YDR463W,0,+,79,1560,1560,6.770610588815354
IV,1388871,1393179,YDR464W,0,+,107,4152,4308,3.3207289337619117
IV,1392491,1392680,YDR464C-A,0,-,9,189,189,6.366577768867964
IV,1393335,1394574,YDR465C,0,-,5,422,1239,0.5395404888871156
IV,1395120,1397817,YDR466W,0,+,29,2129,2697,1.4376143349056694
IV,1397582,1397909,YDR467C,0,-,9,327,327,3.6797651324649703
IV,1398025,1398700,YDR468C,0,-,27,675,675,5.34792532584909
IV,1399014,1399542,YDR469W,0,+,18,515,528,4.557890902712293
IV,1399705,1401214,YDR470C,0,-,26,1373,1509,2.303612632075486
IV,1401769,1402564,YDR471W,0,+,1,87,795,0.1681737523851915
IV,1403321,1404173,YDR472W,0,+,8,600,852,1.2553815318894577
IV,1404444,1405854,YDR473C,0,-,26,1366,1410,2.46535564666802
IV,1407463,1410094,YDR475C,0,-,54,2514,2631,2.744089391826785
IV,1410452,1411127,YDR476C,0,-,15,641,675,2.9710696254717166
IV,1412372,1414274,YDR477W,0,+,110,1902,1902,7.73227899373554
IV,1414574,1415171,YDR478W,0,+,62,597,597,13.884898249691943
IV,1415209,1416874,YDR479C,0,-,208,1665,1665,16.702229245895055
IV,1417398,1418370,YDR480W,0,+,68,972,972,9.353367339447997
IV,1418549,1420250,YDR481C,0,-,64,1701,1701,5.0303824346611075
IV,1420430,1420838,YDR482C,0,-,9,395,408,2.9492235252844248
IV,1421156,1422485,YDR483W,0,+,53,1329,1329,5.331829237584683
IV,1422762,1424688,YDR484W,0,+,59,1835,1926,4.095633362215684
IV,1424819,1427207,YDR485C,0,-,62,2340,2388,3.471224562422986
IV,1427430,1428120,YDR486C,0,-,15,447,690,2.9064811553527665
IV,1428353,1428980,YDR487C,0,-,9,550,627,1.919111959036755
IV,1429187,1430789,YDR488C,0,-,16,1280,1602,1.3353121912232435
IV,1431011,1431896,YDR489W,0,+,20,849,885,3.0214267377678476
IV,1431967,1434268,YDR490C,0,-,26,1706,2301,1.5107133688839238
IV,1434499,1434991,YDR491C,0,-,16,466,492,4.347906768983
IV,1434923,1435874,YDR492W,0,+,45,586,951,6.326410085783624
IV,1436216,1436588,YDR493W,0,+,1,121,372,0.35940358372641734
IV,1436929,1438015,YDR494W,0,+,2316,1086,1086,285.12419554941283
IV,1438114,1441150,YDR495C,0,-,8197,3036,3036,360.976151976161
IV,1441432,1443403,YDR496C,0,-,3409,1971,1971,231.24146925189686
IV,1443712,1445467,YDR497C,0,-,1394,1755,1755,106.19669379250188
IV,1445842,1446994,YDR498C,0,-,659,1152,1152,76.48183137444771
IV,1447829,1450073,YDR499W,0,+,1172,2244,2244,69.82808023501708
IV,1450197,1450853,YDR500C,0,-,496,656,656,101.08883237885475
IV,1451352,1452918,YDR501W,0,+,1323,1566,1566,112.95187110629544
IV,1453309,1454464,YDR502C,0,-,1266,1155,1155,146.54704464339716
IV,1455041,1455866,YDR503C,0,-,1127,825,825,182.6397527949068
IV,1456310,1456694,YDR504C,0,-,762,384,384,265.3072329620447
IV,1456694,1459220,YDR505C,0,-,2729,2526,2526,144.44267828822413
IV,1459727,1461554,YDR506C,0,-,1717,1827,1827,125.64843711662408
IV,1462357,1465786,YDR507C,0,-,1424,3429,3429,55.52235100619061
IV,1466452,1468444,YDR508C,0,-,283,1992,1992,18.99426289175819
IV,1468225,1468573,YDR509W,0,+,47,348,348,18.05693177549621
IV,1469399,1469705,YDR510W,0,+,10,306,306,4.369220037458407
IV,1469694,1469811,YDR510C-A,0,-,5,71,117,5.713595433599456
IV,1470016,1470418,YDR511W,0,+,14,402,402,4.656153890664631
IV,1470499,1471063,YDR512C,0,-,10,482,564,2.3705342756423273
IV,1471016,1471448,YDR513W,0,+,12,432,432,3.713837031839646
IV,1471547,1472999,YDR514C,0,-,33,1412,1452,3.0385939351415283
IV,1473428,1474772,YDR515W,0,+,34,1338,1344,3.382244439711106
IV,1474973,1476476,YDR516C,0,-,15,874,1503,1.3343127060501723
IV,1477238,1478357,YDR517W,0,+,8,847,1119,0.9558400939855389
IV,1478607,1480161,YDR518W,0,+,5,477,1554,0.43017417357215976
IV,1480424,1480832,YDR519W,0,+,3,222,408,0.9830745084281416
IV,1481084,1483403,YDR520C,0,-,19,1327,2319,1.0954137687702965
IV,1483140,1483476,YDR521W,0,+,2,25,336,0.7958222211084955
IV,1483794,1485303,YDR522C,0,-,10,1041,1509,0.8860048584905715
IV,1485565,1487038,YDR523C,0,-,48,1473,1473,4.356761976251804
IV,1487541,1488990,YDR524C,0,-,39,1194,1449,3.598500478055806
IV,1489402,1489492,YDR524W-C,0,+,673,87,90,999.7649289712327
IV,1489597,1489798,YDR524C-B,0,-,1,60,201,0.6651648415235186
IV,1489870,1489990,YDR524C-A,0,-,1,120,120,1.1141511095518937
IV,1489904,1490234,YDR525W,0,+,4,298,330,1.620583432075482
IV,1490595,1490835,YDR525W-A,0,+,0,0,240,0.0
IV,1491074,1491545,YDR526C,0,-,0,0,471,0.0
IV,1491093,1492413,YDR527W,0,+,15,763,1320,1.5192969675707642
IV,1494585,1495857,YDR528W,0,+,25,1134,1272,2.6277148810186173
IV,1496164,1496548,YDR529C,0,-,0,0,384,0.0
IV,1496790,1497768,YDR530C,0,-,0,0,978,0.0
IV,1498231,1499335,YDR531W,0,+,9,619,1104,1.0899304332572874
IV,1499395,1500553,YDR532C,0,-,12,862,1158,1.3854728823443239
IV,1501446,1502160,YDR533C,0,-,10,619,714,1.87252287319646
IV,1503313,1504900,YDR534C,0,-,2,201,1587,0.16849166117987052
IV,1506605,1507362,YDR535C,0,-,1,51,757,0.17661576373345741
IV,1508004,1509714,YDR536W,0,+,6,631,1710,0.46911625665342893
IV,1510855,1511461,YDR537C,0,-,11,480,606,2.426863802984323
IV,1510901,1511630,YDR538W,0,+,12,603,729,2.2007923151642346
IV,1512093,1513605,YDR539W,0,+,54,1512,1512,4.774933326650974
IV,1517135,1517675,YDR540C,0,-,36,540,540,8.91320887641515
IV,1519663,1520698,YDR541C,0,-,15,988,1035,1.9376541035685109
IV,1523248,1523611,YDR542W,0,+,3,247,363,1.104943249142374
IV,1524633,1524933,YDR543C,0,-,1,84,300,0.44566044382075753
IV,1525094,1525523,YDR544C,0,-,5,257,429,1.5582533000725787
IV,1526320,1531711,YDR545W,0,+,34,2594,5391,0.8432084078968144
IV,1530862,1531342,YDR545C-A,0,-,0,0,480,0.0
V,263,4097,YEL077C,0,-,6,636,3834,0.20923025531490963
V,629,1112,YEL077W-A,0,+,0,0,483,0.0
V,4184,5114,YEL076C-A,0,-,0,0,930,0.0
V,4463,5114,YEL076C,0,-,0,0,651,0.0
V,4869,5481,YEL075W-A,0,+,2,157,612,0.43692200374584067
V,5344,5713,YEL075C,0,-,4,282,369,1.4493022563276667
V,6125,6464,YEL074W,0,+,4,300,339,1.577559093170823
V,7229,7553,YEL073C,0,-,9,324,324,3.713837031839646
V,13719,14415,YEL072W,0,+,139,696,696,26.7012076254678
V,16354,17845,YEL071W,0,+,137,1491,1491,12.284804990632551
