name,region_length,reads,cpm_evseq,fpkm_evseq,gene_id,count,cpm_srr,fpkm_srr,srr_abundance,
YMR308C,3270,21,12.27961023,3.755232487,YMR308C,706,176.6817614,54.04764802,not_preferential,
YER183C,636,84,49.11844093,77.23025304,YER183C,137,34.28527097,53.99255271,not_preferential,
YDR190C,1392,1611,942.0215279,676.7396034,YDR190C,300,75.07723571,53.97356988,not_preferential,
YDR374W-A,270,33,19.29653037,71.46863099,YDR374W-A,58,14.51493224,53.9588559,not_preferential,
YGR007W,972,44,25.72870716,26.46986333,YGR007W,209,52.30380754,53.8659192,not_preferential,
YCR028C,1539,470,274.8293719,178.5765899,YCR028C,331,82.83521673,53.85904859,not_preferential,
YBL055C,1257,61,35.66934401,28.37656644,YBL055C,270,67.56951214,53.79738227,not_preferential,
YPR040W,1071,317,185.3636402,173.0752943,YPR040W,72,18.01853657,53.78667633,not_preferential,
YHR175W-A,150,16,9.355893511,62.37262341,YHR175W-A,32,8.008238475,53.74656695,not_preferential,
YJL068C,900,20,11.69486689,12.99429654,YJL068C,193,48.2996883,53.72601591,not_preferential,
YER147C-A,411,7,4.093203411,9.959132387,YER147C-A,88,22.02265581,53.71379465,not_preferential,
YDR187C,519,439,256.7023282,494.6094956,YDR187C,111,27.77857721,53.62659693,not_preferential,
YNL185C,477,9,5.2626901,11.03289329,YNL185C,102,25.52626014,53.62659693,not_preferential,
YHL048W,1146,32,18.71178702,16.32791189,YHL048W,245,61.31307583,53.54853784,not_preferential,
YOL010W,1104,8,4.677946756,4.237270612,YOL010W,236,59.06075876,53.54556551,not_preferential,
YPL135C-A,174,3,1.754230033,10.0817818,YPL135C-A,37,9.259525737,53.52327016,not_preferential,
YKL145W,1404,7,4.093203411,2.915387045,YKL145W,300,75.07723571,53.51192851,not_preferential,
YLL052C,450,25,14.61858361,32.48574136,YLL052C,96,24.02471543,53.50716131,not_preferential,
YOR273C,1980,20,11.69486689,5.906498429,YOR273C,423,105.8589023,53.4911078,not_preferential,
YPL206C,966,37,21.63550374,22.39700181,YPL206C,206,51.55303518,53.42283439,not_preferential,
YPR017C,432,1,0.584743344,1.353572557,YPR017C,92,23.02368562,53.41922417,not_preferential,
YOR168W,2430,40,23.38973378,9.625404847,YOR168W,518,129.6333603,53.36902442,not_preferential,
YGR095C,672,0,0,0,YGR095C,143,35.78681569,53.33355542,not_preferential,
YML129C,213,19,11.11012354,52.16020443,YML129C,45,11.26158536,53.12068564,not_preferential,
YKL113C,1149,83,48.53369759,42.23994568,YKL113C,243,60.81256092,52.97261404,not_preferential,
YHR083W,990,21,12.27961023,12.4036467,YHR083W,209,52.30380754,52.88554858,not_preferential,
YJR113C,744,286,167.2365965,224.7803717,YJR113C,157,39.29042002,52.88078065,not_preferential,
YFR042W,603,191,111.6859788,185.2172119,YFR042W,127,31.78269645,52.79517683,not_preferential,
YPR023C,1206,20,11.69486689,9.697236226,YPR023C,254,63.5653929,52.7513634,not_preferential,
YML067C,1152,62,36.25408736,31.47056194,YML067C,242,60.56230347,52.61711857,not_preferential,
YMR042W,534,488,285.3547521,534.3721949,YMR042W,112,28.02883466,52.58693183,not_preferential,
YOL119C,1506,6,3.508460067,2.329654759,YOL119C,316,79.08135494,52.54575079,not_preferential,
YHR187W,930,4,2.338973378,2.515025137,YHR187W,195,48.80020321,52.52982046,not_preferential,
YNR030W,1656,238,139.168916,84.03920047,YNR030W,347,86.83933597,52.47089787,not_preferential,
YER107W-A,321,110,64.32176789,200.3793392,YER107W-A,67,16.76724931,52.39765409,not_preferential,
YGL127C,384,184,107.5927754,280.1895192,YGL127C,80,20.02059619,52.2730971,not_preferential,
YMR195W,384,45,26.3134505,68.52461068,YMR195W,80,20.02059619,52.2730971,not_preferential,
YNR027W,954,7,4.093203411,4.290569613,YNR027W,199,49.80123302,52.25732741,not_preferential,
YOR189W,351,3,1.754230033,4.997806363,YOR189W,73,18.26879402,52.19655435,not_preferential,
YHR113W,1473,7,4.093203411,2.778821053,YHR113W,307,76.82903787,52.19363986,not_preferential,
YNR028W,927,87,50.87267097,54.87882521,YNR028W,193,48.2996883,52.15949061,not_preferential,
YJL011C,486,15,8.771150167,18.04763409,YJL011C,101,25.27600269,52.11546946,not_preferential,
YGR215W,333,141,82.44881157,247.5940287,YGR215W,69,17.26776421,52.01133799,not_preferential,
YPR060C,771,28,16.37281364,21.23581536,YPR060C,160,40.04119238,52.00154854,not_preferential,
YNL078W,1224,18,10.5253802,8.59916683,YNL078W,254,63.5653929,51.97497375,not_preferential,
YNL098C,969,6,3.508460067,3.620701823,YNL098C,201,50.30174792,51.96461562,not_preferential,
YJL064W,396,4,2.338973378,5.906498429,YJL064W,82,20.52111109,51.95217998,not_preferential,
YER027C,1254,13,7.601663478,6.061932598,YER027C,260,65.06693761,51.92892068,not_preferential,
YBR183W,951,143,83.61829826,87.92670689,YBR183W,197,49.30071811,51.89549275,not_preferential,
YDR296W,681,20,11.69486689,17.17307913,YDR296W,141,35.28630078,51.8916188,not_preferential,
YOR091W,1038,122,71.33868802,68.72705975,YOR091W,215,53.80535226,51.88558559,not_preferential,
YLR390W,339,631,368.9730503,1088.416078,YLR390W,70,17.51802166,51.82846646,not_preferential,
YBR278W,606,24,14.03384027,23.15815226,YBR278W,83,20.77136855,51.79892405,not_preferential,
YHR032C-A,120,5,2.923716722,24.36430602,YHR032C-A,37,9.259525737,51.72919406,not_preferential,
YLR420W,1095,251,146.7705795,134.0370589,YLR420W,226,56.55818423,51.69852306,not_preferential,
YJL124C,519,89,52.04215766,100.2739069,YJL124C,107,26.7775474,51.69410695,not_preferential,
YER081W,1410,122,71.33868802,50.5948142,YER081W,291,72.82491864,51.68553487,not_preferential,
YDL140C,5202,552,322.7783261,62.04889007,YDL140C,1074,268.7765038,51.67785115,not_preferential,
YCR049C,447,8,4.677946756,10.46520527,YCR049C,92,23.02368562,51.62261349,not_preferential,
YOL036W,2286,62,36.25408736,15.85918082,YOL036W,164,41.04222219,51.49588731,not_preferential,
YDL045W-A,288,2,1.169486689,4.06071767,YDL045W-A,59,14.76518969,51.44665397,not_preferential,
YMR049C,2424,23,13.44909692,5.548307311,YMR049C,497,124.3779538,51.33221371,not_preferential,
YER152C,1332,9,5.2626901,3.950968544,YER152C,273,68.32028449,51.33004094,not_preferential,
YHR148W,552,45,26.3134505,47.66929438,YHR148W,113,28.27909212,51.32321618,not_preferential,
YFR036W-A,651,5,2.923716722,4.491116317,YFR036W-A,133,33.28424116,51.20652487,not_preferential,
YGR253C,783,36,21.0507604,26.88475147,YGR253C,160,40.04119238,51.20357081,not_preferential,
YLR019W,1194,51,29.82191057,24.97647451,YLR019W,244,61.06281837,51.18425681,not_preferential,
YGR203W,447,1,0.584743344,1.308150659,YGR203W,91,22.77342816,51.06149813,not_preferential,
YPR108W,1290,141,82.44881157,63.91380742,YPR108W,263,65.81770997,51.06106282,not_preferential,
YPL047W,300,12,7.016920133,23.38973378,YPL047W,61,15.26570459,51.05586821,not_preferential,
YGL242C,546,62,36.25408736,66.39942739,YGL242C,111,27.77857721,50.96986644,not_preferential,
YJL091C,1473,76,44.44049418,30.17005715,YJL091C,299,74.82697825,50.83354501,not_preferential,
YOR310C,1536,100,58.47433445,38.06922815,YOR310C,311,77.83006768,50.70362715,not_preferential,
YAL046C,357,104,60.81330782,170.3454001,YAL046C,72,18.01853657,50.61386677,not_preferential,
YKR030W,822,155,90.63521839,110.2618229,YKR030W,166,41.54273709,50.60016698,not_preferential,
YPL050C,1188,28,16.37281364,13.78182967,YPL050C,240,60.06178856,50.59965338,not_preferential,
YCL059C,951,0,0,0,YCL059C,192,48.04943085,50.57834827,not_preferential,
YGL210W,669,4,2.338973378,3.496223285,YGL210W,218,54.55612461,50.56174663,not_preferential,
YPR172W,603,39,22.80499043,37.81922128,YPR172W,124,31.03192409,50.54059298,not_preferential,
YER138W-A,105,13,7.601663478,72.39679503,YER138W-A,21,5.255406499,50.5327548,not_preferential,
YEL068C,333,10,5.847433445,17.55986019,YEL068C,67,16.76724931,50.50376298,not_preferential,
YDR516C,1503,15,8.771150167,5.835761921,YDR516C,303,75.82800806,50.48469245,not_preferential,
YAR028W,705,6,3.508460067,4.976539102,YAR028W,142,35.53655823,50.47806567,not_preferential,
YBR220C,1683,0,0,0,YBR220C,339,84.83727635,50.43833314,not_preferential,
YPL239W,603,248,145.0163494,240.4914584,YPL239W,121,30.28115173,50.3009165,not_preferential,
YNR067C,3354,368,215.1855508,64.15788633,YNR067C,673,168.4232654,50.23061898,not_preferential,
YBR101C,873,132,77.18612147,88.41480122,YBR101C,175,43.79505416,50.22368597,not_preferential,
YDR280W,918,273,159.634933,173.8942626,YDR280W,184,46.04737123,50.2152358,not_preferential,
YML099C,2643,961,561.938354,212.6138305,YML099C,66,16.51699186,50.20362266,not_preferential,
YIR011C,960,21,12.27961023,12.79126066,YIR011C,192,48.04943085,50.10368181,not_preferential,
YNR015W,1155,8,4.677946756,4.050170351,YNR015W,231,57.80947149,50.09486265,not_preferential,
YOR257W,486,52,30.40665391,62.56513151,YOR257W,97,24.27497288,50.05149047,not_preferential,
YLR349W,507,0,0,0,YLR349W,101,25.27600269,49.95257448,not_preferential,
YMR316C-A,312,254,148.5248095,476.0410561,YMR316C-A,62,15.51596205,49.8905532,not_preferential,
YNL016W,1362,3,1.754230033,1.287980935,YNL016W,271,67.81976959,49.83083732,not_preferential,
YDL160C-A,243,243,142.0926327,584.7433445,YDL160C-A,48,12.01235771,49.63784179,not_preferential,
YPR037C,591,159,92.97419177,157.3167373,YPR037C,117,29.28012193,49.6273253,not_preferential,
YDR040C,3276,126,73.6776614,22.49012863,YDR040C,649,162.4170866,49.59300354,not_preferential,
YCR050C,309,9,5.2626901,17.03135955,YCR050C,61,15.26570459,49.56397595,not_preferential,
YJL004C,612,4,2.338973378,3.821851925,YJL004C,121,30.28115173,49.55998647,not_preferential,
YGR177C,1608,9,5.2626901,3.272817226,YGR177C,318,79.58186985,49.52200986,not_preferential,
YCL030C,2400,6,3.508460067,1.461858361,YCL030C,472,118.1215175,49.23781472,not_preferential,
YGL042C,306,4,2.338973378,7.643703849,YGL042C,60,15.01544714,49.23097423,not_preferential,
YDR482C,408,9,5.2626901,12.89875025,YDR482C,80,20.02059619,49.19065403,not_preferential,
YOR161C,1620,65,38.00831739,23.46192431,YOR161C,318,79.58186985,49.15495358,not_preferential,
YLR065C,546,229,133.9062259,245.2494979,YLR065C,107,26.7775474,49.1331145,not_preferential,
YBR070C,714,2,1.169486689,1.637936539,YBR070C,139,34.78578588,48.78791848,not_preferential,
YPR126C,309,0,0,0,YPR126C,60,15.01544714,48.75145176,not_preferential,
YNR014W,639,5,2.923716722,4.575456529,YNR014W,183,45.79711378,48.66855875,not_preferential,
YCL042W,360,0,0,0,YCL042W,96,24.02471543,48.63302718,not_preferential,
YCR075W-A,228,2,1.169486689,5.129327583,YCR075W-A,44,11.0113279,48.50805244,not_preferential,
YPR100W,423,3,1.754230033,4.147115918,YPR100W,69,17.26776421,48.50495565,not_preferential,
YGR080W,999,5,2.923716722,2.926643366,YGR080W,193,48.2996883,48.39648127,not_preferential,
YML009C-A,327,117,68.4149713,209.2200957,YML009C-A,63,15.7662195,48.3626365,not_preferential,
YBL090W,534,2,1.169486689,2.190049979,YBL090W,103,25.77651759,48.36119623,not_preferential,
YDR261C,1689,635,371.3120237,219.8413403,YDR261C,326,81.58392947,48.33171177,not_preferential,
YJR118C,612,101,59.05907779,96.50176109,YJR118C,118,29.53037938,48.33122648,not_preferential,
YIL065C,468,28,16.37281364,34.98464454,YIL065C,90,22.52317071,48.22948761,not_preferential,
YBR077C,489,5,2.923716722,5.978970802,YBR077C,94,23.52420052,48.20532894,not_preferential,
YOR043W,1461,251,146.7705795,100.4589866,YOR043W,281,70.32234411,48.16598912,not_preferential,
YER163C,699,1,0.584743344,0.836542696,YER163C,134,33.53449862,48.04369429,not_preferential,
YMR062C,1326,234,136.8299426,103.190002,YMR062C,254,63.5653929,47.97388143,not_preferential,
YAL039C,810,20,11.69486689,14.43810727,YAL039C,155,38.78990511,47.94796677,not_preferential,
YDR003W,633,22,12.86435358,20.32283346,YDR003W,121,30.28115173,47.91321477,not_preferential,
YER042W,555,14,8.186406822,14.75028256,YER042W,106,26.52728995,47.88319485,not_preferential,
YML070W,1755,206,120.457129,68.63654072,YML070W,335,83.83624654,47.79717591,not_preferential,
YIL074C,1410,2247,1313.918295,931.8569468,YIL074C,269,67.31925468,47.77803739,not_preferential,
YGL256W,1149,23,13.44909692,11.70504519,YGL256W,219,54.80638207,47.74075093,not_preferential,
YJL111W,1653,176,102.9148286,62.25942445,YJL111W,315,78.83109749,47.71858202,not_preferential,
YLR356W,594,71,41.51677746,69.89356474,YLR356W,113,28.27909212,47.68818232,not_preferential,
YDR039C,3276,96,56.13536107,17.1353361,YDR039C,624,156.1606503,47.6826413,not_preferential,
YHR032W-A,180,4,2.338973378,12.99429654,YHR032W-A,34,8.50875338,47.53493508,not_preferential,
YJL063C,717,27,15.7880703,22.01962385,YJL063C,136,34.03501352,47.53493508,not_preferential,
YDR090C,933,6,3.508460067,3.76040736,YDR090C,177,44.29556907,47.52743462,not_preferential,
YGR173W,1107,75,43.85575083,39.61675775,YGR173W,210,52.55406499,47.51723779,not_preferential,
YDR045C,333,10,5.847433445,17.55986019,YDR045C,63,15.7662195,47.48861295,not_preferential,
YKL146W,2079,2,1.169486689,0.56252366,YKL146W,394,98.60143623,47.4501618,not_preferential,
YGL043W,930,4,2.338973378,2.515025137,YGL043W,176,44.04531161,47.41153026,not_preferential,
YDL085C-A,207,23,13.44909692,64.97148272,YDL085C-A,39,9.760040642,47.37883807,not_preferential,
YHR024C,1449,12,7.016920133,4.842594985,YHR024C,274,68.57054195,47.35534665,not_preferential,
YLR028C,1776,2,1.169486689,0.658494757,YLR028C,335,83.83624654,47.23168819,not_preferential,
YGL091C,987,87,50.87267097,51.54272641,YGL091C,186,46.54788614,47.20880947,not_preferential,
YOR161W-B,261,19,11.11012354,42.56752316,YOR161W-B,49,12.26261517,47.16390448,not_preferential,
YDR079W,336,194,113.4402088,337.6196691,YDR079W,63,15.7662195,47.06334179,not_preferential,
YPR075C,1083,40,23.38973378,21.59716877,YPR075C,203,50.80226283,46.95218376,not_preferential,
YDR083W,1179,262,153.2027562,129.9429654,YDR083W,221,55.30689697,46.94982765,not_preferential,
YBR218C,3543,56,32.74562729,9.242344705,YBR218C,664,166.1709484,46.91444053,not_preferential,
YGL126W,1143,181,105.8385453,92.59715253,YGL126W,214,53.5550948,46.89587986,not_preferential,
YBR066C,663,4,2.338973378,3.527863315,YBR066C,124,31.03192409,46.87601827,not_preferential,
YDL168W,1161,109,63.73702455,54.89838462,YDL168W,217,54.30586716,46.81540272,not_preferential,
YLR199C,917,35,20.46601706,22.31844826,YLR199C,171,42.79402435,46.7183672,not_preferential,
YHR121W,564,18,10.5253802,18.66202163,YHR121W,105,26.2770325,46.67323712,not_preferential,
YBL020W,1725,67,39.17780408,22.71177048,YBL020W,321,80.33264221,46.59666021,not_preferential,
YLR022C,753,349,204.0754272,271.0165036,YLR022C,140,35.03604333,46.59048315,not_preferential,
YER088W-B,147,16,9.355893511,63.64553409,YER088W-B,60,15.01544714,46.48745245,not_preferential,
YJR025C,534,2,1.169486689,2.190049979,YJR025C,99,24.77548778,46.48309153,not_preferential,
YPL052W,880,960,561.3536107,637.9018303,YPL052W,163,40.79196473,46.40724088,not_preferential,
YDR491C,492,16,9.355893511,19.01604372,YDR491C,91,22.77342816,46.38172742,not_preferential,
YNL174W,573,5,2.923716722,5.102472465,YNL174W,106,26.52728995,46.37638103,not_preferential,
YML132W,1140,31,18.12704368,15.90091551,YML132W,211,52.80432245,46.36024798,not_preferential,
YOR317W,2103,242,141.5078894,67.28858267,YOR317W,389,97.35014897,46.31310607,not_preferential,
YIL111W,544,2,1.169486689,2.149791708,YIL111W,100,25.02574524,46.08792861,not_preferential,
YKL018C-A,300,6,3.508460067,11.69486689,YKL018C-A,55,13.76415988,46.03397953,not_preferential,
YBR291C,900,42,24.55922047,27.28802274,YBR291C,165,41.29247964,45.93156801,not_preferential,
YEL050W-A,192,1,0.584743344,3.045538252,YEL050W-A,35,8.759010832,45.85869546,not_preferential,
YDL135C,609,23,13.44909692,22.08390299,YDL135C,111,27.77857721,45.68844936,not_preferential,
YNL336W,1146,15,8.771150167,7.653708697,YNL336W,208,52.05355009,45.4616158,not_preferential,
YGL002W,651,2,1.169486689,1.796446527,YGL002W,118,29.53037938,45.43135289,not_preferential,
YDL023C,321,12,7.016920133,21.85956428,YDL023C,58,14.51493224,45.35916324,not_preferential,
YPR087W,321,20,11.69486689,36.43260713,YPR087W,58,14.51493224,45.35916324,not_preferential,
YEL029C,939,4,2.338973378,2.490919465,YEL029C,170,42.5437669,45.35582825,not_preferential,
YBR023C,3498,150,87.71150167,25.07475748,YBR023C,633,158.4129673,45.29967611,not_preferential,
YNL251C,1728,219,128.0587924,74.10809747,YNL251C,312,78.08032513,45.21153743,not_preferential,
YDR391C,699,28,16.37281364,23.42319549,YDR391C,126,31.532439,45.17541404,not_preferential,
YGR149W,1299,9754,5703.586582,4390.751795,YGR149W,234,58.56024385,45.11575027,not_preferential,
YBR090C,726,8,4.677946756,6.443452831,YBR090C,123,30.78166664,45.06832597,not_preferential,
YKL185W,1767,0,0,0,YKL185W,318,79.58186985,45.06334646,not_preferential,
YJR087W,351,822,480.6590291,1369.398943,YJR087W,63,15.7662195,45.04634142,not_preferential,
YGR075C,729,275,160.8044197,220.5821944,YGR075C,131,32.78372626,45.03259101,not_preferential,
YDR120C,1713,96,56.13536107,32.77020494,YDR120C,308,77.07929533,45.02295288,not_preferential,
YPR094W,324,62,36.25408736,111.8953313,YPR094W,58,14.51493224,44.9378707,not_preferential,
YPL160W,3273,134,78.35560816,23.93999638,YPL160W,587,146.9011245,44.8964317,not_preferential,
YKR025W,849,61,35.66934401,42.01336162,YKR025W,152,38.03913276,44.85746787,not_preferential,
YHR003C,1290,342,199.9822238,155.0249797,YHR003C,231,57.80947149,44.84830993,not_preferential,
YGL216W,2418,19,11.11012354,4.594757463,YGL216W,61,15.26570459,44.76746215,not_preferential,
YLR212C,1422,33,19.29653037,13.56999323,YLR212C,254,63.5653929,44.73285918,not_preferential,
YCL034W,1065,0,0,0,YCL034W,190,47.54891595,44.68883078,not_preferential,
YMR263W,606,26,15.20332696,25.08799828,YMR263W,108,27.02780485,44.67405761,not_preferential,
YER088C,2013,104,60.81330782,30.21028705,YER088C,359,89.8424254,44.65329294,not_preferential,
YIL118W,696,12,7.016920133,10.0817818,YIL118W,124,31.03192409,44.65025049,not_preferential,
YNL240C,1476,2,1.169486689,0.792335155,YNL240C,263,65.81770997,44.62217625,not_preferential,
YJR013W,1212,51,29.82191057,24.60553677,YJR013W,111,27.77857721,44.58840644,not_preferential,
YOL008W,624,2,1.169486689,1.874177386,YOL008W,111,27.77857721,44.58840644,not_preferential,
YFL048C,1338,51,29.82191057,22.28842344,YFL048C,238,59.56127366,44.54844702,not_preferential,
YDL096C,327,14,8.186406822,25.03488325,YDL096C,58,14.51493224,44.52433201,not_preferential,
YFR049W,372,1,0.584743344,1.571890711,YFR049W,66,16.51699186,44.52019368,not_preferential,
YDR038C,3276,63,36.8388307,11.24506432,YDR038C,582,145.6498373,44.47323275,not_preferential,
YGL062W,3537,28,16.37281364,4.629011491,YGL062W,628,157.1616801,44.44617649,not_preferential,
YHL039W,1758,111,64.90651123,36.92065485,YHL039W,312,78.08032513,44.43957037,not_preferential,
YGL214W,486,10,5.847433445,12.03175606,YGL214W,86,21.5221409,44.37554825,not_preferential,
YJL096W,486,4,2.338973378,4.812702423,YJL096W,86,21.5221409,44.37554825,not_preferential,
YCL037C,1305,2,1.169486689,0.896158382,YCL037C,231,57.80947149,44.33241679,not_preferential,
YDL110C,453,72,42.1015208,92.93933952,YDL110C,80,20.02059619,44.2933544,not_preferential,
YOR264W,1293,29,16.95755699,13.11489326,YOR264W,72,18.01853657,44.27158862,not_preferential,
YMR255W,567,227,132.7367392,234.1035965,YMR255W,100,25.02574524,44.21509759,not_preferential,
YML014W,840,7,4.093203411,4.872861204,YML014W,148,37.03810295,44.14553391,not_preferential,
YLR021W,540,171,99.9911119,185.1687257,YLR021W,95,23.77445797,44.10845635,not_preferential,
YHR037W,1728,32,18.71178702,10.82858045,YHR037W,304,76.07826552,44.05226724,not_preferential,
YHR147C,645,56,32.74562729,50.7684144,YHR147C,113,28.27909212,43.91163372,not_preferential,
YGL137W,2870,224,130.9825092,45.63850493,YGL137W,503,125.8794985,43.87574017,not_preferential,
YNR019W,1929,42,24.55922047,12.73158137,YNR019W,338,84.5870189,43.87293511,not_preferential,
YLR007W,1011,36,21.0507604,20.82172146,YLR007W,177,44.29556907,43.85699908,not_preferential,
YKL174C,1857,129,75.43189143,40.62029695,YKL174C,325,81.33367202,43.82202156,not_preferential,
YER186C,921,52,30.40665391,33.01482509,YER186C,161,40.29144983,43.79505416,not_preferential,
YGR240C-A,201,3,1.754230033,8.727512604,YGR240C-A,35,8.759010832,43.79505416,not_preferential,
YLR224W,1110,117,68.4149713,61.63510928,YLR224W,194,48.54994576,43.77812963,not_preferential,
YNL061W,1857,213,124.5503324,67.07072287,YNL061W,324,81.08341456,43.68718457,not_preferential,
YFR035C,345,1,0.584743344,1.694908245,YFR035C,50,12.51287262,43.5988593,not_preferential,
YDR357C,369,14,8.186406822,22.18538434,YDR357C,64,16.01647695,43.52303519,not_preferential,
YAL035W,3009,128,74.84714809,24.87442608,YAL035W,523,130.8846476,43.51218337,not_preferential,
YPL101W,1371,17,9.940636856,7.250646868,YPL101W,238,59.56127366,43.47538223,not_preferential,
YGR241C,1707,11,6.432176789,3.768117627,YGR241C,296,74.0762059,43.42098822,not_preferential,
YNL101W,2142,229,133.9062259,62.51457791,YNL101W,371,92.84551482,43.36549034,not_preferential,
YMR043W,861,1389,812.2085054,943.3315975,YMR043W,149,37.2883604,43.35855861,not_preferential,
YCR009C,798,180,105.253802,131.896995,YCR009C,138,34.53552842,43.33190518,not_preferential,
YOL105C,1671,202,118.1181556,70.68710687,YOL105C,289,72.32440373,43.30802619,not_preferential,
YGR176W,348,2,1.169486689,3.360593934,YGR176W,60,15.01544714,43.27218196,not_preferential,
YGL246C,1164,173,101.1605986,86.90773075,YGL246C,201,50.30174792,43.2517179,not_preferential,
YML127W,1746,14,8.186406822,4.688663701,YML127W,301,75.32749316,43.16761786,not_preferential,
YCL058C,459,0,0,0,YCL058C,79,19.77033874,43.16667846,not_preferential,
YLR361C-A,297,99,57.8895911,194.9144482,YLR361C-A,51,12.76313007,43.11868267,not_preferential,
YCR073W-A,948,6,3.508460067,3.700907243,YCR073W-A,163,40.79196473,43.07493636,not_preferential,
YCL052C,1251,10,5.847433445,4.67420739,YCL052C,215,53.80535226,43.0442818,not_preferential,
YGR227W,1578,66,38.59306073,24.45694597,YGR227W,271,67.81976959,43.00556093,not_preferential,
YLR299W,1983,58,33.91511398,17.10293191,YLR299W,340,85.0875338,42.93013814,not_preferential,
YNR044W,2178,14,8.186406822,3.758680818,YNR044W,373,93.34602973,42.87828651,not_preferential,
YBR248C,1659,15,8.771150167,5.287010348,YBR248C,284,71.07311647,42.86677712,not_preferential,
YNL006W,912,51,29.82191057,32.69946334,YNL006W,156,39.04016257,42.85418504,not_preferential,
YPL243W,1800,488,285.3547521,158.5304178,YPL243W,308,77.07929533,42.84563387,not_preferential,
YGR178C,2169,88,51.45741431,23.72402688,YGR178C,371,92.84551482,42.82542197,not_preferential,
YKL018W,990,21,12.27961023,12.4036467,YKL018W,169,42.29350945,42.76391249,not_preferential,
YJL145W,885,12,7.016920133,7.928723315,YJL145W,151,37.78887531,42.7475965,not_preferential,
YMR024W,1173,51,29.82191057,25.42362367,YMR024W,200,50.05149047,42.70604989,not_preferential,
YOL101C,939,34,19.88127371,21.17281545,YOL101C,160,40.04119238,42.68783835,not_preferential,
YEL050C,1182,18,10.5253802,8.904720981,YEL050C,201,50.30174792,42.59250459,not_preferential,
YDR031W,366,300,175.4230033,479.2978233,YDR031W,62,15.51596205,42.50948506,not_preferential,
YGR268C,597,16,9.355893511,15.67151342,YGR268C,101,25.27600269,42.40940048,not_preferential,
YBL071W-A,249,15,8.771150167,35.22550268,YBL071W-A,42,10.510813,42.38231048,not_preferential,
YEL063C,1773,17,9.940636856,5.606676174,YEL063C,300,75.07723571,42.36864318,not_preferential,
YCR088W,1779,51,29.82191057,16.76329993,YCR088W,301,75.32749316,42.3664191,not_preferential,
YEL036C,1503,5,2.923716722,1.945253974,YEL036C,254,63.5653929,42.32050126,not_preferential,
YBR139W,1527,79,46.19472421,30.25194775,YBR139W,258,64.56642271,42.31089299,not_preferential,
YML009C,213,70,40.93203411,192.1691742,YML009C,55,13.76415988,42.22134932,not_preferential,
YJR086W,333,774,452.5913486,1359.133179,YJR086W,56,14.01441733,42.2121004,not_preferential,
YPL041C,624,190,111.1012354,178.0468517,YPL041C,105,26.2770325,42.17822231,not_preferential,
YLR316C,1093,6,3.508460067,3.209936017,YLR316C,184,46.04737123,42.16792237,not_preferential,
YKL085W,1005,138,80.69458153,80.29311595,YKL085W,169,42.29350945,42.12500941,not_preferential,
YBR210W,429,89,52.04215766,121.3103908,YBR210W,72,18.01853657,42.09938451,not_preferential,
YHR195W,966,6,3.508460067,3.631946239,YHR195W,162,40.54170728,42.0121319,not_preferential,
YBL033C,1038,10,5.847433445,5.633365553,YBL033C,174,43.54479671,41.99112508,not_preferential,
YJL205C,305,7,4.093203411,13.42033905,YJL205C,51,12.76313007,41.98398049,not_preferential,
YLR216C,1116,124,72.50817471,64.97148272,YLR216C,187,46.79814359,41.97142923,not_preferential,
YKR044W,1332,0,0,0,YKR044W,223,55.80741187,41.92893454,not_preferential,
YLR243W,819,2878,1682.891345,2054.812387,YLR243W,137,34.28527097,41.9135342,not_preferential,
YBR002C,861,12,7.016920133,8.149733024,YBR002C,144,36.03707314,41.90357342,not_preferential,
YHR052W,1131,97,56.72010441,50.15040178,YHR052W,189,47.29865849,41.85721991,not_preferential,
YKR012C,378,81,47.3642109,125.3021452,YKR012C,63,15.7662195,41.82021087,not_preferential,
YKL103C,1545,224,130.9825092,84.77832308,YKL103C,258,64.56642271,41.81763129,not_preferential,
YML077W,480,243,142.0926327,296.0263181,YML077W,80,20.02059619,41.79665175,not_preferential,
YAL014C,768,76,44.44049418,57.86522679,YAL014C,128,32.0329539,41.76395554,not_preferential,
YEL006W,1008,377,220.4482409,218.6986516,YEL006W,168,42.043252,41.75099503,not_preferential,
YGR019W,1416,10,5.847433445,4.129543393,YGR019W,236,59.06075876,41.73905212,not_preferential,
YNR001C,1440,100,58.47433445,40.6071767,YNR001C,240,60.06178856,41.7385605,not_preferential,
YOL049W,1476,20,11.69486689,7.923351551,YOL049W,246,61.56333328,41.73785307,not_preferential,
YJR088C,879,1520,888.8098836,1011.160277,YJR088C,146,36.53758804,41.61456497,not_preferential,
YIL106W,1030,45,26.3134505,25.54703932,YIL106W,171,42.79402435,41.58797313,not_preferential,
YLL022C,1158,49,28.65242388,24.7430258,YLL022C,192,48.04943085,41.52932658,not_preferential,
YER050C,417,88,51.45741431,123.3990751,YER050C,69,17.26776421,41.50904859,not_preferential,
YJR093C,984,6,3.508460067,3.565508198,YJR093C,163,40.79196473,41.49742089,not_preferential,
YHR069C-A,363,21,12.27961023,33.82812736,YHR069C-A,60,15.01544714,41.47913575,not_preferential,
YMR312W,822,72,42.1015208,51.21839513,YMR312W,136,34.03501352,41.45555849,not_preferential,
YDR062W,1686,944,551.9977172,327.4007812,YDR062W,279,69.82182921,41.43728736,not_preferential,
