chr,start,end,name,score,strand,reads,bases_covered,region_length,FPKM
XII,720783,721418,ARS1221,0,.,35,635,635,7.369188441130636
XII,744942,745179,ARS1223,0,.,42,237,237,23.693340051230145
XII,745099,745116,ARS1223_ARS_consensus_sequence,0,-,18,17,17,141.56272921365237
XII,794099,794231,ARS1226,0,.,161,132,132,163.07120785259536
XII,794191,794208,ARS1226_ARS_consensus_sequence,0,-,92,17,17,723.5428382031122
XII,888569,888810,ARS1238,0,.,31,241,241,17.197685176485663
XII,888724,888741,ARS1238_ARS_consensus_sequence,0,-,9,17,17,70.78136460682619
XII,919799,920994,ARS1228,0,.,246,1195,1195,27.52279561001833
XII,930890,931064,ARS1230,0,.,51,174,174,39.18738385320454
XII,1007185,1007475,ARS1232,0,.,104,290,290,47.946916714509086
XII,1007234,1007251,ARS1232_ARS_consensus_sequence,0,+,36,17,17,283.12545842730475
XII,1013794,1014022,ARS1233,0,.,3,168,228,1.7591859624503585
XII,1013844,1013861,ARS1233_ARS_consensus_sequence,0,-,2,7,17,15.729192134850265
XII,1024025,1024186,ARS1234,0,.,38,161,161,31.556081115258607
XII,1059438,1059923,ARS1235,0,.,4,421,485,1.1026650156389877
XII,1059701,1059718,ARS1235_ARS_consensus_sequence,0,-,0,0,17,0.0
XIII,31765,31835,ARS1303,0,.,0,0,70,0.0
XIII,39823,40187,ARS1304,0,.,8,357,364,2.9384205087082913
XIII,40132,40149,ARS1304_ARS_consensus_sequence,0,-,2,17,17,15.729192134850265
XIII,94216,94463,ARS1305,0,.,0,0,247,0.0
XIII,137299,137548,ARS1307,0,.,29,249,249,15.571268519038515
XIII,137320,137337,ARS1307_ARS_consensus_sequence,0,+,10,17,17,78.64596067425133
XIII,158886,159277,ARS1307.5,0,.,15,391,391,5.129084391798999
XIII,159045,159062,ARS1307.5_ARS_consensus_sequence,0,+,4,17,17,31.45838426970053
XIII,183796,183887,ARS1308,0,.,22,91,91,32.3226255957912
XIII,183857,183874,ARS1308_ARS_consensus_sequence,0,-,14,17,17,110.10434494395186
XIII,263062,263296,ARS1309,0,.,12,234,234,6.856314520319346
XIII,263125,263142,ARS1309_ARS_consensus_sequence,0,+,3,17,17,23.593788202275398
XIII,286834,286951,ARS1310,0,.,0,0,117,0.0
XIII,371000,371105,ARS1312,0,.,6,105,105,7.639893322641557
XIII,371018,371035,ARS1312_ARS_consensus_sequence,0,+,3,17,17,23.593788202275398
XIII,468178,468469,ARS1316,0,.,116,291,291,53.295475755884404
XIII,468235,468252,ARS1316_ARS_consensus_sequence,0,+,54,17,17,424.68818764095715
XIII,477605,478301,ARS1317,0,.,16,696,696,3.073520302212121
XIII,503388,503771,ARS1319,0,.,152,383,383,53.06035571338523
XIII,535596,535844,ARS1320,0,.,32,248,248,17.251372018868032
XIII,535753,535770,ARS1320_ARS_consensus_sequence,0,-,12,17,17,94.37515280910159
XIII,542880,542978,ARS1321,0,.,0,0,98,0.0
XIII,553421,554331,ARS1322,0,.,14,469,910,2.0568943560958037
XIII,611274,611489,ARS1323,0,.,8,215,215,4.974814256603805
XIII,611316,611333,ARS1323_ARS_consensus_sequence,0,+,3,17,17,23.593788202275398
XIII,634500,634588,ARS1324,0,.,7,88,88,10.63507877299535
XIII,649308,649552,ARS1325,0,.,49,244,244,26.849215262971867
XIII,649360,649377,ARS1325_ARS_consensus_sequence,0,+,12,17,17,94.37515280910159
XIII,758223,758471,ARS1327,0,.,8,248,248,4.312843004717008
XIII,758400,758417,ARS1327_ARS_consensus_sequence,0,-,4,17,17,31.45838426970053
XIII,772630,772879,ARS1328,0,.,2,24,249,1.0738805875198976
XIII,805151,805282,ARS1329,0,.,162,131,131,165.33662266938026
XIII,805161,805178,ARS1329_ARS_consensus_sequence,0,+,115,17,17,904.4285477538903
XIII,815341,815567,ARS1330,0,.,1,130,226,0.5915846599390586
XIII,815390,815407,ARS1330_ARS_consensus_sequence,0,+,1,17,17,7.864596067425133
XIII,837763,837928,ARS1331,0,.,102,165,165,82.64975503584958
XIII,897934,897985,ARS1332,0,.,12,51,51,31.45838426970053
XIII,897960,897977,ARS1332_ARS_consensus_sequence,0,-,11,17,17,86.51055674167645
XIII,917895,918366,ARS1333,0,.,4,24,471,1.1354406211993822
XIII,923014,923494,ARS1335,0,.,4,244,480,1.1141511095518937
XIV,28468,28700,ARS1405,0,.,9,232,232,5.1865655099829535
XIV,28637,28654,ARS1405_ARS_consensus_sequence,0,-,4,17,17,31.45838426970053
XIV,61598,61895,ARS1406,0,.,17,297,297,7.652755095911997
XIV,61693,61710,ARS1406_ARS_consensus_sequence,0,+,6,17,17,47.187576404550796
XIV,89530,89804,ARS1407,0,.,1,36,274,0.48794939104462504
XIV,89738,89755,ARS1407_ARS_consensus_sequence,0,-,0,0,17,0.0
XIV,96246,96463,ARS1409,0,.,71,217,217,43.74455047641537
XIV,126598,126805,ARS1410,0,.,20,207,207,12.917694023790073
XIV,169674,169753,ARS1411,0,.,75,79,79,126.92860741730435
XIV,169731,169748,ARS1411_ARS_consensus_sequence,0,-,57,17,17,448.28197584323254
XIV,196133,196232,ARS1412,0,.,0,0,99,0.0
XIV,250314,250931,ARS1413,0,.,44,617,617,9.534388749487842
XIV,279981,280071,ARS1414,0,.,2,90,90,2.9710696254717166
XIV,280046,280063,ARS1414_ARS_consensus_sequence,0,-,2,17,17,15.729192134850265
XIV,321920,322213,ARS1415,0,.,53,293,293,24.18430394795237
XIV,321999,322016,ARS1415_ARS_consensus_sequence,0,+,19,17,17,149.42732528107751
XIV,325053,325267,ARS1416,0,.,19,214,214,11.870394998964102
XIV,412266,412496,ARS1417,0,.,722,230,230,419.69587883293946
XIV,449428,449588,ARS1419,0,.,21,160,160,17.547879975442328
XIV,449517,449534,ARS1419_ARS_consensus_sequence,0,-,12,17,17,94.37515280910159
XIV,498969,499154,ARS1420,0,.,1,43,185,0.7226926116012284
XIV,499036,499053,ARS1420_ARS_consensus_sequence,0,+,0,0,17,0.0
XIV,546071,546170,ARS1421,0,.,13,99,99,17.556320514151054
XIV,546129,546146,ARS1421_ARS_consensus_sequence,0,-,12,17,17,94.37515280910159
XIV,561110,561388,ARS1422,0,.,54,278,278,25.970140970849897
XIV,561310,561327,ARS1422_ARS_consensus_sequence,0,-,26,17,17,204.47949775305344
XIV,568218,568524,ARS1423,0,.,3,215,306,1.3107660112375221
XIV,609519,609607,ARS1424,0,.,6,88,88,9.115781805424586
XIV,609531,609548,ARS1424_ARS_consensus_sequence,0,+,6,17,17,47.187576404550796
XIV,616310,617125,ARS1425,0,.,50,789,815,8.202339456823758
XIV,635663,635904,ARS1426,0,.,5,222,241,2.773820189755752
XIV,635814,635831,ARS1426_ARS_consensus_sequence,0,-,1,17,17,7.864596067425133
XIV,691485,691730,ARS1427,0,.,23,245,245,12.551253315768273
XIV,691661,691678,ARS1427_ARS_consensus_sequence,0,-,9,17,17,70.78136460682619
XV,35668,35904,ARS1531,0,.,0,0,236,0.0
XV,35712,35729,ARS1531_ARS_consensus_sequence,0,+,0,0,17,0.0
XV,72682,72753,ARS1507,0,.,0,0,71,0.0
XV,72686,72703,ARS1507_ARS_consensus_sequence,0,+,0,0,17,0.0
XV,85269,85361,ARS1508,0,.,14,92,92,20.345368087469364
XV,85343,85360,ARS1508_ARS_consensus_sequence,0,-,10,17,17,78.64596067425133
XV,113884,113983,ARS1509,0,.,7,99,99,9.453403353773645
XV,113893,113910,ARS1509_ARS_consensus_sequence,0,+,4,17,17,31.45838426970053
XV,166975,167221,ARS1510,0,.,19,246,246,10.326278576334625
XV,167001,167018,ARS1510_ARS_consensus_sequence,0,+,10,17,17,78.64596067425133
XV,277529,277778,ARS1511,0,.,78,249,249,41.88134291327601
XV,277716,277733,ARS1511_ARS_consensus_sequence,0,-,30,17,17,235.93788202275397
XV,309358,309925,ARS1512,0,.,2,246,567,0.47159835324947885
XV,337423,337491,ARS1513,0,.,1,68,68,1.9661490168562832
XV,489682,489942,ARS1501,0,.,109,260,260,56.05037120361066
XV,489890,489907,ARS1501_ARS_consensus_sequence,0,+,49,17,17,385.3652073038315
XV,566409,566643,ARS1516,0,.,16,234,234,9.141752693759129
XV,600885,600960,ARS1502,0,.,21,75,75,37.43547728094363
XV,616669,617517,ARS1518,0,.,40,848,848,6.306515714444681
XV,656700,656772,ARS1519,0,.,6,72,72,11.141511095518938
XV,729739,729969,ARS1521,0,.,120,230,230,69.7555477284664
XV,729794,729811,ARS1521_ARS_consensus_sequence,0,+,36,17,17,283.12545842730475
XV,766604,766788,ARS1523,0,.,27,184,184,19.618747798631173
XV,783344,783563,ARS1524,0,.,71,219,219,43.345056864758604
XV,783385,783402,ARS1524_ARS_consensus_sequence,0,+,33,17,17,259.53167022502936
XV,874250,874412,ARS1526,0,.,283,162,162,233.5590844468044
XV,908295,908544,ARS1528,0,.,4,224,249,2.147761175039795
XV,908305,908322,ARS1528_ARS_consensus_sequence,0,+,1,16,17,7.864596067425133
XV,981461,981697,ARS1529,0,.,15,236,236,8.497762699972071
XVI,18369,19069,ARS1603,0,.,8,479,700,1.5279786645283115
XVI,42976,43212,ARS1604,0,.,21,236,236,11.8968677799609
XVI,43146,43163,ARS1604_ARS_consensus_sequence,0,-,8,17,17,62.91676853940106
XVI,73031,73227,ARS1605,0,.,0,0,196,0.0
XVI,116565,116680,ARS1607,0,.,7,115,115,8.138147234987747
XVI,116592,116609,ARS1607_ARS_consensus_sequence,0,+,3,17,17,23.593788202275398
XVI,162340,162632,ARS1608,0,.,8,240,292,3.6629625519514315
XVI,220087,220167,ARS1611,0,.,438,80,80,731.9972789755942
XVI,260930,261727,ARS1612,0,.,189,797,797,31.705077998289774
XVI,289484,289705,ARS1614,0,.,21,221,221,12.704347493532905
XVI,289529,289546,ARS1614_ARS_consensus_sequence,0,+,12,17,17,94.37515280910159
XVI,331698,332100,ARS1617,0,.,128,402,402,42.57054985750519
XVI,384541,384789,ARS1618,0,.,39,248,248,21.025109647995414
XVI,384591,384608,ARS1618_ARS_consensus_sequence,0,+,18,17,17,141.56272921365237
XVI,418137,418364,ARS1619,0,.,19,227,227,11.190592642195233
XVI,418177,418194,ARS1619_ARS_consensus_sequence,0,+,11,17,17,86.51055674167645
XVI,422785,422885,ARS1620,0,.,6,100,100,8.021887988773635
XVI,456562,456810,ARS1633,0,.,1026,248,248,553.1221153549563
XVI,511635,511793,ARS1621,0,.,6,158,158,5.0771442966921745
XVI,511703,511720,ARS1621_ARS_consensus_sequence,0,+,3,17,17,23.593788202275398
XVI,563851,563967,ARS1622,0,.,0,0,116,0.0
XVI,563876,563893,ARS1622_ARS_consensus_sequence,0,+,0,0,17,0.0
XVI,565051,565294,ARS1634,0,.,8,243,243,4.401584630328469
XVI,633873,634122,ARS1623,0,.,5,249,249,2.684701468799744
XVI,633920,633937,ARS1623_ARS_consensus_sequence,0,+,1,17,17,7.864596067425133
XVI,684388,684637,ARS1624,0,.,34,249,249,18.25596998783826
XVI,684404,684421,ARS1624_ARS_consensus_sequence,0,+,14,17,17,110.10434494395186
XVI,695460,695574,ARS1625,0,.,4,114,114,4.69116256653429
XVI,695464,695481,ARS1625_ARS_consensus_sequence,0,+,2,17,17,15.729192134850265
XVI,749098,749345,ARS1626,0,.,47,247,247,25.440535456974416
XVI,749116,749133,ARS1626_ARS_consensus_sequence,0,+,22,17,17,173.0211134833529
XVI,776925,777156,ARS1635,0,.,281,231,231,162.637123004718
XVI,777083,777098,ARS1635_ARS_consensus_sequence,0,-,111,15,15,989.3661852820817
XVI,819159,819399,ARS1627,0,.,44,240,240,24.511324410141665
XVI,819323,819340,ARS1627_ARS_consensus_sequence,0,-,16,17,17,125.83353707880212
XVI,842652,842900,ARS1628,0,.,0,0,248,0.0
XVI,842707,842724,ARS1628_ARS_consensus_sequence,0,+,0,0,17,0.0
XVI,850511,850629,ARS1629,0,.,3,118,118,3.3991050799888285
XVI,880860,881108,ARS1630,0,.,86,248,248,46.36306230070784
XVI,880904,880921,ARS1630_ARS_consensus_sequence,0,+,36,17,17,283.12545842730475
XVI,932982,933229,ARS1631,0,.,341,247,247,184.5792040601761
XVI,933148,933165,ARS1631_ARS_consensus_sequence,0,-,146,17,17,1148.2310258440693
XVI,942083,943032,ARS1632,0,.,242,949,949,34.093728368163326
